"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",5,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
"2",5,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
"3",7,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0
"4",4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"5",4,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"6",4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"7",6,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0
"8",5,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
"9",5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"10",4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"11",5,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"12",3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"13",4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"14",8,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"15",5,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"16",3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"17",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"18",5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"19",6,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
"20",3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"21",5,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"22",4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"23",4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"24",3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"25",9,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"26",8,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"27",5,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"28",4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"29",4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"30",5,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
"31",7,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
"32",7,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
"33",9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"34",6,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"35",6,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"36",7,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"37",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"38",6,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"39",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"40",7,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"41",5,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"42",7,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"43",3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"44",3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"45",6,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"46",7,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
"47",6,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0
"48",9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"49",4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"50",4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
"51",3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"52",5,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"53",4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"54",2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"55",4,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"56",4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"57",6,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"58",5,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"59",5,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0
"60",4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"61",5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"62",5,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"63",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"64",7,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0
"65",3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"66",6,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0
"67",5,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
"68",7,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"69",6,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
"70",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"71",4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"72",4,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"73",7,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
"74",5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
"75",7,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"76",7,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"77",5,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"78",5,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",7,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0
"81",3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"82",6,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"83",4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"84",4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"85",4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"86",5,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"87",5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"88",6,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
"89",4,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"90",7,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
"91",3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"92",5,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
"93",5,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
"94",4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"95",3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"96",6,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"97",5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"98",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"99",6,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
"100",5,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
