"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",11,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1
"2",9,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0
"3",9,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
"4",11,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1
"5",11,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0
"6",12,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1
"7",9,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
"8",11,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0
"9",11,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0
"10",13,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1
"11",9,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1
"12",9,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
"13",12,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0
"14",10,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1
"15",12,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1
"16",7,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"17",10,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0
"18",9,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
"19",12,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0
"20",12,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"21",10,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1
"22",14,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0
"23",11,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0
"24",17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
"25",13,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0
"26",11,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0
"27",11,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0
"28",10,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0
"29",8,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
"30",12,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1
"31",8,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1
"32",12,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
"33",7,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
"34",9,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0
"35",6,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"36",13,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1
"37",8,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"38",14,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1
"39",10,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1
"40",13,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"41",7,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0
"42",8,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
"43",11,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"44",13,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1
"45",11,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0
"46",11,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
"47",17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"48",10,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"49",12,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"50",12,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1
