"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,1,1,0
"2",3,1,1,1,0,0
"3",3,0,1,1,1,0
"4",4,1,1,1,0,1
"5",1,1,0,0,0,0
"6",3,0,1,1,0,1
"7",4,0,1,1,1,1
"8",3,1,1,1,0,0
"9",0,0,0,0,0,0
"10",3,1,1,0,1,0
"11",3,1,0,1,1,0
"12",0,0,0,0,0,0
"13",3,1,1,1,0,0
"14",1,0,0,0,0,1
"15",1,1,0,0,0,0
"16",3,1,0,0,1,1
"17",2,0,1,0,1,0
"18",2,1,1,0,0,0
"19",2,0,1,0,0,1
"20",3,0,0,1,1,1
"21",2,0,1,0,1,0
"22",3,1,0,1,0,1
"23",3,0,1,0,1,1
"24",1,0,0,0,1,0
"25",2,0,0,1,0,1
"26",3,1,0,1,0,1
"27",1,0,1,0,0,0
"28",4,1,1,1,1,0
"29",3,0,1,1,1,0
"30",2,0,0,1,1,0
"31",3,1,1,0,0,1
"32",3,1,1,1,0,0
"33",4,0,1,1,1,1
"34",2,1,0,0,0,1
"35",3,1,1,0,0,1
"36",3,0,1,1,1,0
"37",3,1,0,1,1,0
"38",5,1,1,1,1,1
"39",3,1,1,0,1,0
"40",2,0,1,0,1,0
"41",2,0,1,0,1,0
"42",3,1,0,1,1,0
"43",3,1,0,1,0,1
"44",3,1,0,1,1,0
"45",1,1,0,0,0,0
"46",2,0,1,0,0,1
"47",2,0,0,0,1,1
"48",4,1,0,1,1,1
"49",0,0,0,0,0,0
"50",2,0,0,0,1,1
"51",0,0,0,0,0,0
"52",2,0,0,1,0,1
"53",3,1,1,0,1,0
"54",2,0,0,1,0,1
"55",2,0,1,0,1,0
"56",2,0,0,1,1,0
"57",3,0,1,1,1,0
"58",1,0,0,1,0,0
"59",4,1,1,0,1,1
"60",4,1,1,1,1,0
"61",3,0,1,1,1,0
"62",4,1,1,0,1,1
"63",5,1,1,1,1,1
"64",2,0,1,0,0,1
"65",3,1,1,1,0,0
"66",3,1,0,1,0,1
"67",5,1,1,1,1,1
"68",2,0,1,1,0,0
"69",2,0,1,0,1,0
"70",3,0,0,1,1,1
"71",2,0,0,0,1,1
"72",3,0,1,1,1,0
"73",2,0,0,1,1,0
"74",0,0,0,0,0,0
"75",3,0,1,0,1,1
"76",1,0,0,1,0,0
"77",3,1,1,0,1,0
"78",0,0,0,0,0,0
"79",0,0,0,0,0,0
"80",2,0,1,0,1,0
"81",2,1,0,0,1,0
"82",3,0,1,1,0,1
"83",3,0,1,1,1,0
"84",2,1,0,0,0,1
"85",1,0,0,0,0,1
"86",2,1,1,0,0,0
"87",1,0,0,0,0,1
"88",3,0,1,1,1,0
"89",3,0,1,0,1,1
"90",2,1,0,0,1,0
"91",2,1,0,1,0,0
"92",3,0,0,1,1,1
"93",4,0,1,1,1,1
"94",2,0,1,0,1,0
"95",2,0,1,1,0,0
"96",3,0,1,0,1,1
"97",3,1,1,1,0,0
"98",2,0,0,1,1,0
"99",3,1,1,1,0,0
"100",2,1,0,1,0,0
