"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,0,0,1
"2",0,0,0,0,0,0
"3",3,0,0,1,1,1
"4",3,0,1,1,0,1
"5",2,0,1,0,0,1
"6",2,1,0,0,0,1
"7",3,1,0,0,1,1
"8",4,0,1,1,1,1
"9",2,0,1,1,0,0
"10",4,1,1,0,1,1
"11",1,0,0,0,1,0
"12",3,1,0,1,1,0
"13",3,1,0,1,1,0
"14",1,0,1,0,0,0
"15",3,1,1,0,0,1
"16",5,1,1,1,1,1
"17",2,1,0,0,1,0
"18",3,0,1,0,1,1
"19",1,1,0,0,0,0
"20",3,0,1,1,1,0
"21",3,1,0,0,1,1
"22",5,1,1,1,1,1
"23",2,0,0,1,1,0
"24",2,0,0,1,0,1
"25",1,0,0,0,0,1
"26",2,0,0,1,0,1
"27",4,1,1,1,1,0
"28",2,0,1,0,1,0
"29",2,0,1,1,0,0
"30",2,0,0,1,1,0
"31",3,1,0,0,1,1
"32",5,1,1,1,1,1
"33",1,0,1,0,0,0
"34",5,1,1,1,1,1
"35",2,0,1,1,0,0
"36",3,0,1,0,1,1
"37",3,1,0,0,1,1
"38",2,1,0,0,1,0
"39",2,0,0,0,1,1
"40",1,0,1,0,0,0
"41",3,1,0,0,1,1
"42",2,0,0,1,1,0
"43",3,0,1,1,0,1
"44",5,1,1,1,1,1
"45",2,1,0,1,0,0
"46",4,1,1,0,1,1
"47",3,1,1,0,1,0
"48",3,1,1,0,0,1
"49",2,1,0,0,1,0
"50",1,0,0,1,0,0
"51",2,0,1,0,0,1
"52",1,0,0,0,0,1
"53",3,0,1,1,1,0
"54",2,0,1,1,0,0
"55",2,0,1,0,0,1
"56",2,0,1,0,1,0
"57",3,0,0,1,1,1
"58",4,1,1,0,1,1
"59",1,1,0,0,0,0
"60",3,1,1,1,0,0
"61",3,1,0,1,0,1
"62",0,0,0,0,0,0
"63",2,1,0,1,0,0
"64",1,0,0,1,0,0
"65",3,0,0,1,1,1
"66",4,1,0,1,1,1
"67",5,1,1,1,1,1
"68",5,1,1,1,1,1
"69",3,0,1,0,1,1
"70",3,1,0,0,1,1
"71",3,1,1,0,1,0
"72",3,1,0,1,0,1
"73",2,0,1,0,1,0
"74",2,1,0,1,0,0
"75",1,0,0,0,1,0
"76",4,1,1,1,0,1
"77",3,0,1,1,0,1
"78",3,1,1,1,0,0
"79",2,0,1,0,0,1
"80",3,0,0,1,1,1
"81",2,1,0,0,0,1
"82",0,0,0,0,0,0
"83",2,0,0,0,1,1
"84",2,1,0,0,0,1
"85",2,0,1,0,0,1
"86",0,0,0,0,0,0
"87",4,1,0,1,1,1
"88",3,0,1,0,1,1
"89",2,0,1,0,1,0
"90",3,0,0,1,1,1
"91",4,1,0,1,1,1
"92",3,1,1,1,0,0
"93",3,1,1,0,1,0
"94",4,0,1,1,1,1
"95",1,0,0,0,1,0
"96",3,1,0,0,1,1
"97",1,0,0,1,0,0
"98",2,0,0,1,1,0
"99",2,1,0,0,0,1
"100",4,1,1,1,0,1
