"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",5,1,1,1,1,1
"2",1,0,0,0,0,1
"3",0,0,0,0,0,0
"4",3,1,0,0,1,1
"5",1,1,0,0,0,0
"6",4,1,1,1,0,1
"7",2,0,1,1,0,0
"8",5,1,1,1,1,1
"9",3,0,1,1,0,1
"10",2,0,1,1,0,0
"11",3,1,0,1,0,1
"12",3,0,1,1,1,0
"13",2,0,0,1,0,1
"14",3,1,1,0,1,0
"15",2,0,0,1,0,1
"16",3,1,0,1,1,0
"17",1,0,0,0,1,0
"18",1,0,0,1,0,0
"19",1,0,0,0,1,0
"20",1,0,1,0,0,0
"21",3,0,1,1,0,1
"22",3,1,1,1,0,0
"23",3,1,0,0,1,1
"24",3,0,0,1,1,1
"25",3,1,0,1,0,1
"26",4,1,1,1,0,1
"27",5,1,1,1,1,1
"28",3,0,1,0,1,1
"29",3,0,0,1,1,1
"30",4,1,1,1,1,0
"31",1,0,0,1,0,0
"32",3,0,1,1,0,1
"33",3,1,0,1,1,0
"34",2,0,1,0,0,1
"35",4,0,1,1,1,1
"36",3,0,1,0,1,1
"37",3,1,1,0,1,0
"38",2,1,0,0,0,1
"39",2,0,0,0,1,1
"40",1,0,1,0,0,0
"41",4,1,1,1,1,0
"42",1,1,0,0,0,0
"43",4,0,1,1,1,1
"44",2,0,1,0,1,0
"45",1,0,0,0,1,0
"46",4,0,1,1,1,1
"47",4,1,1,0,1,1
"48",3,1,0,1,1,0
"49",2,1,1,0,0,0
"50",3,1,0,1,1,0
"51",4,0,1,1,1,1
"52",2,0,0,0,1,1
"53",1,0,1,0,0,0
"54",3,0,1,1,1,0
"55",1,0,1,0,0,0
"56",3,0,1,1,1,0
"57",3,0,1,1,0,1
"58",1,1,0,0,0,0
"59",2,1,0,0,1,0
"60",4,1,1,0,1,1
"61",3,1,1,0,1,0
"62",4,1,1,1,0,1
"63",1,0,0,0,1,0
"64",2,0,0,0,1,1
"65",3,1,1,0,0,1
"66",4,1,1,1,0,1
"67",4,1,1,1,1,0
"68",3,0,1,0,1,1
"69",2,1,0,0,0,1
"70",4,1,1,1,0,1
"71",5,1,1,1,1,1
"72",1,0,0,1,0,0
"73",3,1,1,0,1,0
"74",3,1,0,1,0,1
"75",2,0,1,1,0,0
"76",4,1,1,1,0,1
"77",2,0,0,0,1,1
"78",1,0,1,0,0,0
"79",1,1,0,0,0,0
"80",1,0,0,0,0,1
"81",3,1,1,1,0,0
"82",2,0,0,1,0,1
"83",4,1,1,1,1,0
"84",2,0,0,0,1,1
"85",2,0,0,1,1,0
"86",1,0,1,0,0,0
"87",4,1,1,1,1,0
"88",2,1,0,0,0,1
"89",1,0,0,0,1,0
"90",2,0,0,1,1,0
"91",2,1,0,1,0,0
"92",1,0,0,0,0,1
"93",2,1,1,0,0,0
"94",1,0,0,1,0,0
"95",3,0,1,0,1,1
"96",3,1,1,0,1,0
"97",2,1,0,1,0,0
"98",5,1,1,1,1,1
"99",1,0,1,0,0,0
"100",4,0,1,1,1,1
