"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,0,0,0,0,1,0,1,1,1,0
"2",5,1,0,1,0,1,1,0,0,1,0
"3",4,0,0,0,0,1,1,1,0,0,1
"4",6,1,0,1,1,0,0,1,1,0,1
"5",5,1,0,0,0,1,1,1,0,0,1
"6",7,1,1,0,0,1,0,1,1,1,1
"7",6,1,0,0,0,1,1,0,1,1,1
"8",5,0,1,0,0,1,0,1,0,1,1
"9",8,1,1,1,0,1,1,1,1,1,0
"10",5,0,1,0,0,1,1,0,1,1,0
"11",5,0,1,0,1,0,1,1,0,0,1
"12",4,0,0,0,0,1,1,0,1,1,0
"13",5,1,0,1,0,0,1,0,1,1,0
"14",1,0,0,0,0,0,0,0,0,0,1
"15",5,1,0,1,0,1,1,1,0,0,0
"16",6,1,1,0,0,1,0,1,1,0,1
"17",6,0,1,0,1,1,1,0,0,1,1
"18",4,0,1,0,0,0,0,1,0,1,1
"19",4,0,0,1,1,0,1,0,0,1,0
"20",5,0,0,1,0,0,0,1,1,1,1
