"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,1,0,0,0
"2",2,1,0,0,0,1
"3",4,1,1,0,1,1
"4",4,0,1,1,1,1
"5",1,0,0,1,0,0
"6",2,0,0,1,1,0
"7",1,0,0,0,1,0
"8",1,0,0,0,0,1
"9",3,1,0,1,0,1
"10",5,1,1,1,1,1
"11",3,0,0,1,1,1
"12",4,1,1,1,0,1
"13",2,1,0,0,1,0
"14",3,0,1,1,1,0
"15",3,1,0,1,0,1
"16",1,0,0,0,1,0
"17",3,1,0,1,0,1
"18",1,0,0,0,1,0
"19",4,1,0,1,1,1
"20",1,1,0,0,0,0
"21",0,0,0,0,0,0
"22",4,1,1,0,1,1
"23",2,1,1,0,0,0
"24",5,1,1,1,1,1
"25",0,0,0,0,0,0
"26",2,0,1,0,1,0
"27",2,1,0,0,0,1
"28",1,0,0,1,0,0
"29",2,1,0,0,1,0
"30",4,0,1,1,1,1
"31",3,1,1,0,0,1
"32",3,1,0,0,1,1
"33",1,0,1,0,0,0
"34",2,0,0,1,0,1
"35",2,0,1,0,1,0
"36",1,0,0,0,0,1
"37",3,1,0,0,1,1
"38",3,1,0,1,1,0
"39",2,0,0,1,0,1
"40",3,1,1,0,0,1
"41",4,0,1,1,1,1
"42",2,1,0,0,0,1
"43",5,1,1,1,1,1
"44",1,1,0,0,0,0
"45",2,1,0,0,0,1
"46",3,0,1,0,1,1
"47",4,1,1,0,1,1
"48",2,0,1,1,0,0
"49",3,1,0,1,0,1
"50",3,0,0,1,1,1
"51",3,1,1,1,0,0
"52",2,0,1,0,0,1
"53",4,1,1,1,0,1
"54",1,0,1,0,0,0
"55",3,1,0,0,1,1
"56",3,0,0,1,1,1
"57",3,1,1,0,0,1
"58",3,0,0,1,1,1
"59",2,1,0,0,0,1
"60",2,0,1,0,1,0
"61",2,0,0,1,0,1
"62",5,1,1,1,1,1
"63",2,0,0,1,1,0
"64",3,1,0,1,1,0
"65",3,0,0,1,1,1
"66",4,1,1,1,1,0
"67",3,1,1,0,1,0
"68",2,1,0,0,1,0
"69",1,1,0,0,0,0
"70",3,1,1,0,0,1
"71",3,0,1,0,1,1
"72",2,0,0,1,1,0
"73",4,1,0,1,1,1
"74",2,0,1,0,0,1
"75",2,0,0,1,1,0
"76",4,1,1,1,1,0
"77",2,1,1,0,0,0
"78",3,1,0,0,1,1
"79",4,1,1,1,0,1
"80",4,1,1,1,1,0
"81",1,0,1,0,0,0
"82",2,0,0,1,1,0
"83",1,0,0,1,0,0
"84",3,1,0,0,1,1
"85",3,1,1,1,0,0
"86",1,0,0,0,0,1
"87",4,1,1,1,1,0
"88",4,0,1,1,1,1
"89",4,1,1,1,1,0
"90",4,1,1,0,1,1
"91",1,0,1,0,0,0
"92",2,0,0,1,0,1
"93",2,0,1,0,1,0
"94",3,0,1,1,1,0
"95",3,1,1,0,1,0
"96",3,0,1,1,0,1
"97",2,1,0,1,0,0
"98",4,1,1,0,1,1
"99",1,0,1,0,0,0
"100",4,1,1,0,1,1
