"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,1,1,1,1,0,0,1,0,0,0
"2",3,0,1,1,0,0,0,0,1,0,0
"3",7,0,1,1,1,1,1,0,1,1,0
"4",5,0,1,1,1,0,0,1,0,0,1
"5",5,0,0,1,1,0,0,1,1,1,0
"6",7,1,0,1,1,0,1,1,0,1,1
"7",4,0,0,1,0,1,0,1,1,0,0
"8",5,1,0,1,0,0,0,1,1,1,0
"9",4,0,0,0,0,1,0,0,1,1,1
"10",5,1,0,0,0,1,1,1,0,0,1
"11",7,0,1,1,1,1,0,0,1,1,1
"12",5,1,0,1,1,1,0,0,0,1,0
"13",4,0,1,1,0,1,0,0,1,0,0
"14",4,1,1,1,0,0,0,0,0,1,0
"15",6,0,0,1,1,1,1,1,0,0,1
"16",5,1,0,0,0,0,1,1,1,1,0
"17",5,1,0,1,0,0,0,1,1,1,0
"18",6,1,0,0,0,1,0,1,1,1,1
"19",8,1,1,0,1,1,1,1,1,0,1
"20",5,0,0,1,0,1,1,1,0,1,0
