"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,0,1,1,0,1
"2",3,0,1,1,0,1
"3",4,1,0,1,1,1
"4",2,1,0,0,1,0
"5",3,0,1,0,1,1
"6",3,1,1,1,0,0
"7",2,0,1,0,0,1
"8",4,1,1,1,1,0
"9",3,1,1,0,0,1
"10",1,0,0,1,0,0
"11",3,1,1,1,0,0
"12",3,0,1,1,1,0
"13",2,0,0,0,1,1
"14",3,1,0,1,0,1
"15",4,0,1,1,1,1
"16",1,0,0,0,1,0
"17",2,1,1,0,0,0
"18",3,0,1,0,1,1
"19",4,1,1,1,1,0
"20",4,1,0,1,1,1
"21",3,1,1,1,0,0
"22",4,1,1,0,1,1
"23",1,0,0,0,0,1
"24",1,0,0,0,0,1
"25",2,1,0,1,0,0
"26",1,0,1,0,0,0
"27",2,1,1,0,0,0
"28",2,0,1,0,1,0
"29",2,0,1,0,1,0
"30",3,1,0,1,1,0
"31",2,0,1,0,1,0
"32",3,1,1,0,1,0
"33",4,0,1,1,1,1
"34",2,0,1,1,0,0
"35",2,0,0,1,0,1
"36",1,0,0,1,0,0
"37",3,1,1,0,1,0
"38",3,1,1,0,0,1
"39",4,1,1,1,1,0
"40",3,0,1,1,0,1
"41",1,0,0,1,0,0
"42",2,0,1,0,1,0
"43",1,0,0,1,0,0
"44",3,1,0,1,1,0
"45",3,1,1,1,0,0
"46",3,1,1,1,0,0
"47",3,0,1,0,1,1
"48",3,0,1,1,0,1
"49",3,0,1,0,1,1
"50",4,1,1,0,1,1
