"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,0,1,0
"2",1,1,0,0,0,0
"3",0,0,0,0,0,0
"4",1,0,0,1,0,0
"5",4,1,0,1,1,1
"6",3,1,0,1,0,1
"7",1,0,1,0,0,0
"8",1,0,1,0,0,0
"9",2,1,0,1,0,0
"10",1,1,0,0,0,0
"11",3,0,1,1,0,1
"12",2,1,0,0,0,1
"13",1,0,0,0,0,1
"14",2,0,0,1,0,1
"15",0,0,0,0,0,0
"16",3,1,0,1,0,1
"17",4,1,1,1,0,1
"18",2,0,1,1,0,0
"19",3,0,0,1,1,1
"20",2,1,0,1,0,0
"21",3,1,0,1,0,1
"22",2,1,1,0,0,0
"23",4,1,0,1,1,1
"24",2,1,0,1,0,0
"25",0,0,0,0,0,0
"26",4,1,1,1,1,0
"27",4,1,1,1,1,0
"28",1,0,1,0,0,0
"29",2,0,1,0,0,1
"30",1,0,0,1,0,0
"31",2,0,0,1,1,0
"32",1,0,0,1,0,0
"33",4,0,1,1,1,1
"34",1,0,0,1,0,0
"35",4,1,1,1,1,0
"36",3,0,1,1,1,0
"37",5,1,1,1,1,1
"38",3,0,1,0,1,1
"39",0,0,0,0,0,0
"40",2,1,0,0,0,1
"41",1,0,0,1,0,0
"42",4,1,0,1,1,1
"43",3,0,0,1,1,1
"44",1,1,0,0,0,0
"45",3,0,1,0,1,1
"46",2,1,1,0,0,0
"47",2,1,1,0,0,0
"48",4,1,1,1,0,1
"49",3,1,0,1,0,1
"50",2,0,1,0,0,1
"51",2,0,0,1,0,1
"52",3,0,0,1,1,1
"53",2,1,0,0,0,1
"54",2,0,1,0,1,0
"55",4,1,1,1,0,1
"56",1,0,0,0,0,1
"57",2,0,1,0,0,1
"58",0,0,0,0,0,0
"59",2,0,1,1,0,0
"60",3,0,1,1,1,0
"61",4,0,1,1,1,1
"62",2,1,0,0,0,1
"63",4,1,0,1,1,1
"64",0,0,0,0,0,0
"65",3,0,1,1,0,1
"66",4,1,1,1,1,0
"67",1,0,1,0,0,0
"68",2,1,0,1,0,0
"69",4,1,0,1,1,1
"70",2,0,1,0,0,1
"71",0,0,0,0,0,0
"72",3,1,1,1,0,0
"73",1,0,0,1,0,0
"74",2,0,0,0,1,1
"75",4,0,1,1,1,1
"76",4,1,0,1,1,1
"77",1,0,1,0,0,0
"78",3,1,0,0,1,1
"79",2,0,1,0,1,0
"80",2,0,0,0,1,1
"81",1,1,0,0,0,0
"82",2,0,1,1,0,0
"83",3,1,1,1,0,0
"84",5,1,1,1,1,1
"85",2,0,1,0,0,1
"86",3,1,1,0,0,1
"87",2,0,1,0,0,1
"88",1,0,1,0,0,0
"89",1,0,0,1,0,0
"90",4,1,1,0,1,1
"91",2,0,1,0,0,1
"92",4,1,1,1,1,0
"93",2,0,0,0,1,1
"94",4,1,1,0,1,1
"95",2,1,1,0,0,0
"96",2,1,0,1,0,0
"97",1,0,0,0,1,0
"98",2,1,0,0,1,0
"99",3,1,0,1,1,0
"100",2,0,1,1,0,0
