"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,1,0,0,0
"2",3,0,1,1,1,0
"3",0,0,0,0,0,0
"4",2,0,1,1,0,0
"5",4,1,0,1,1,1
"6",2,1,1,0,0,0
"7",2,0,0,1,0,1
"8",3,1,1,1,0,0
"9",1,0,0,0,0,1
"10",4,1,1,1,1,0
"11",1,0,0,0,1,0
"12",4,1,1,1,0,1
"13",4,1,1,1,1,0
"14",2,0,0,1,0,1
"15",3,0,0,1,1,1
"16",3,1,1,0,0,1
"17",4,0,1,1,1,1
"18",2,0,1,0,0,1
"19",4,1,0,1,1,1
"20",1,0,0,1,0,0
"21",3,1,0,1,1,0
"22",3,1,1,1,0,0
"23",2,0,1,0,1,0
"24",1,0,1,0,0,0
"25",3,1,1,1,0,0
"26",5,1,1,1,1,1
"27",4,0,1,1,1,1
"28",4,1,1,0,1,1
"29",3,0,1,0,1,1
"30",4,1,1,1,1,0
"31",3,0,0,1,1,1
"32",3,1,0,0,1,1
"33",3,0,1,0,1,1
"34",2,0,1,0,0,1
"35",2,0,0,0,1,1
"36",3,0,1,1,0,1
"37",1,0,0,0,0,1
"38",2,0,0,1,0,1
"39",5,1,1,1,1,1
"40",1,0,1,0,0,0
"41",3,1,0,1,1,0
"42",2,1,0,1,0,0
"43",2,0,0,1,0,1
"44",3,0,1,1,1,0
"45",3,1,0,1,1,0
"46",3,1,0,1,0,1
"47",3,0,0,1,1,1
"48",3,1,1,0,0,1
"49",2,1,0,0,1,0
"50",3,1,1,0,0,1
"51",2,0,1,1,0,0
"52",1,0,0,1,0,0
"53",2,1,0,1,0,0
"54",3,0,1,0,1,1
"55",3,0,1,1,0,1
"56",4,0,1,1,1,1
"57",4,1,1,1,1,0
"58",1,0,0,1,0,0
"59",3,0,1,0,1,1
"60",1,0,0,0,0,1
"61",2,0,0,1,1,0
"62",3,0,1,1,0,1
"63",0,0,0,0,0,0
"64",2,0,1,0,0,1
"65",2,0,1,0,0,1
"66",2,1,0,0,1,0
"67",4,1,1,1,1,0
"68",2,1,1,0,0,0
"69",2,1,1,0,0,0
"70",3,1,0,0,1,1
"71",4,1,1,0,1,1
"72",2,0,0,1,1,0
"73",2,0,1,0,0,1
"74",3,1,0,1,0,1
"75",1,0,0,0,0,1
"76",2,0,0,0,1,1
"77",3,1,1,0,0,1
"78",2,0,0,1,1,0
"79",2,1,0,1,0,0
"80",2,1,0,0,1,0
"81",4,0,1,1,1,1
"82",3,1,0,1,0,1
"83",2,0,1,0,1,0
"84",4,1,0,1,1,1
"85",2,0,1,0,0,1
"86",2,1,1,0,0,0
"87",1,0,0,0,1,0
"88",2,1,0,0,1,0
"89",2,0,1,0,0,1
"90",4,1,1,1,1,0
"91",4,1,1,1,0,1
"92",5,1,1,1,1,1
"93",1,0,1,0,0,0
"94",2,0,0,1,1,0
"95",2,1,0,0,0,1
"96",2,0,1,0,1,0
"97",2,0,1,1,0,0
"98",2,1,1,0,0,0
"99",3,0,0,1,1,1
"100",2,0,0,0,1,1
