"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,1,0,0,0,0
"2",2,0,0,1,1,0
"3",4,0,1,1,1,1
"4",1,0,0,0,0,1
"5",2,0,1,0,0,1
"6",3,1,0,0,1,1
"7",2,0,1,0,0,1
"8",3,1,0,1,0,1
"9",1,1,0,0,0,0
"10",3,1,0,1,1,0
"11",3,0,0,1,1,1
"12",3,1,0,0,1,1
"13",2,0,1,0,0,1
"14",3,1,1,1,0,0
"15",2,0,0,0,1,1
"16",0,0,0,0,0,0
"17",0,0,0,0,0,0
"18",3,1,1,0,1,0
"19",2,1,1,0,0,0
"20",2,0,1,0,0,1
"21",4,1,1,1,1,0
"22",4,1,0,1,1,1
"23",1,0,0,0,1,0
"24",4,1,1,1,0,1
"25",0,0,0,0,0,0
"26",4,1,1,1,1,0
"27",4,1,1,1,1,0
"28",4,1,0,1,1,1
"29",2,1,0,0,1,0
"30",4,1,1,1,0,1
"31",3,0,1,1,1,0
"32",2,1,0,1,0,0
"33",3,1,1,0,1,0
"34",1,0,0,0,1,0
"35",2,0,1,0,0,1
"36",3,1,1,0,0,1
"37",3,1,0,1,1,0
"38",3,0,1,1,1,0
"39",4,1,1,0,1,1
"40",4,1,1,1,0,1
"41",2,0,1,0,1,0
"42",2,0,1,1,0,0
"43",2,0,1,0,1,0
"44",3,1,1,0,0,1
"45",3,1,0,1,1,0
"46",2,0,0,1,1,0
"47",3,1,0,1,1,0
"48",1,0,0,1,0,0
"49",2,0,1,0,0,1
"50",5,1,1,1,1,1
"51",3,0,1,1,1,0
"52",3,1,1,0,1,0
"53",3,1,0,0,1,1
"54",4,1,0,1,1,1
"55",2,0,0,0,1,1
"56",2,0,0,0,1,1
"57",3,1,0,1,1,0
"58",3,1,1,0,0,1
"59",3,1,0,1,0,1
"60",2,0,0,1,0,1
"61",3,0,1,0,1,1
"62",3,0,1,1,0,1
"63",3,1,1,0,0,1
"64",3,1,0,1,0,1
"65",1,0,0,0,0,1
"66",3,0,1,1,0,1
"67",1,0,0,0,1,0
"68",0,0,0,0,0,0
"69",3,0,1,1,1,0
"70",3,1,0,1,1,0
"71",4,1,1,1,0,1
"72",3,1,0,1,1,0
"73",0,0,0,0,0,0
"74",2,0,0,1,1,0
"75",1,1,0,0,0,0
"76",3,0,1,1,1,0
"77",3,1,0,1,1,0
"78",1,0,0,0,1,0
"79",1,0,0,1,0,0
"80",2,0,1,0,0,1
"81",1,0,0,0,1,0
"82",5,1,1,1,1,1
"83",2,0,0,1,0,1
"84",1,0,0,0,1,0
"85",2,0,0,0,1,1
"86",2,1,0,0,0,1
"87",3,1,0,1,1,0
"88",4,0,1,1,1,1
"89",2,0,0,0,1,1
"90",4,1,0,1,1,1
"91",3,0,1,1,1,0
"92",2,1,0,1,0,0
"93",3,0,1,1,0,1
"94",3,1,0,1,0,1
"95",1,1,0,0,0,0
"96",1,0,1,0,0,0
"97",3,1,0,1,0,1
"98",3,1,0,0,1,1
"99",4,1,1,0,1,1
"100",1,0,0,1,0,0
