"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,1,0,0
"2",1,0,0,1,0,0
"3",2,0,0,0,1,1
"4",2,1,0,1,0,0
"5",3,1,1,0,0,1
"6",2,0,0,1,1,0
"7",2,0,0,1,0,1
"8",2,0,0,0,1,1
"9",3,1,1,0,0,1
"10",3,1,1,1,0,0
"11",3,0,1,1,1,0
"12",4,1,1,1,1,0
"13",3,0,0,1,1,1
"14",1,0,0,1,0,0
"15",2,0,1,1,0,0
"16",2,1,1,0,0,0
"17",1,0,1,0,0,0
"18",3,1,0,1,1,0
"19",2,0,1,0,0,1
"20",5,1,1,1,1,1
"21",2,1,0,1,0,0
"22",3,1,1,0,1,0
"23",2,1,0,0,0,1
"24",3,0,1,0,1,1
"25",1,0,1,0,0,0
"26",3,0,1,1,0,1
"27",2,0,0,0,1,1
"28",3,1,0,1,1,0
"29",5,1,1,1,1,1
"30",2,0,0,0,1,1
"31",2,1,0,1,0,0
"32",3,1,1,0,0,1
"33",2,0,1,0,1,0
"34",1,1,0,0,0,0
"35",3,1,0,0,1,1
"36",1,0,1,0,0,0
"37",2,1,0,0,0,1
"38",3,0,1,1,0,1
"39",4,0,1,1,1,1
"40",3,0,1,0,1,1
"41",0,0,0,0,0,0
"42",4,1,1,1,0,1
"43",1,1,0,0,0,0
"44",3,1,1,0,1,0
"45",3,0,1,1,0,1
"46",4,1,1,1,1,0
"47",1,0,0,0,1,0
"48",3,1,1,0,1,0
"49",3,0,1,1,1,0
"50",1,0,0,0,1,0
"51",2,1,0,0,0,1
"52",1,0,0,1,0,0
"53",3,1,0,1,0,1
"54",5,1,1,1,1,1
"55",2,1,0,0,1,0
"56",4,1,1,1,0,1
"57",2,1,0,1,0,0
"58",3,1,0,1,1,0
"59",1,0,1,0,0,0
"60",2,0,1,0,0,1
"61",1,1,0,0,0,0
"62",2,0,0,1,0,1
"63",2,0,1,0,0,1
"64",1,0,0,0,1,0
"65",2,1,0,0,0,1
"66",1,0,0,0,1,0
"67",3,0,0,1,1,1
"68",3,0,1,1,1,0
"69",3,1,0,1,0,1
"70",2,0,1,1,0,0
"71",3,1,1,0,1,0
"72",3,1,0,1,0,1
"73",2,0,0,0,1,1
"74",2,1,0,1,0,0
"75",2,0,1,0,0,1
"76",2,1,0,0,0,1
"77",3,1,0,1,1,0
"78",2,0,1,1,0,0
"79",3,1,1,1,0,0
"80",3,1,0,0,1,1
"81",5,1,1,1,1,1
"82",5,1,1,1,1,1
"83",1,0,0,0,0,1
"84",1,0,0,0,1,0
"85",1,0,1,0,0,0
"86",4,1,1,1,1,0
"87",1,0,0,0,1,0
"88",2,0,0,0,1,1
"89",0,0,0,0,0,0
"90",1,0,0,0,0,1
"91",1,1,0,0,0,0
"92",3,1,0,1,1,0
"93",3,0,1,1,0,1
"94",2,0,1,1,0,0
"95",1,1,0,0,0,0
"96",1,0,0,0,1,0
"97",2,0,1,0,1,0
"98",2,1,1,0,0,0
"99",2,1,0,1,0,0
"100",3,0,1,0,1,1
