"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,0,1,1,1,1,0,0,1,1,0
"2",2,0,0,1,0,0,0,0,0,1,0
"3",7,1,1,1,0,1,0,1,1,0,1
"4",4,0,1,1,1,0,0,0,1,0,0
"5",7,1,1,0,1,1,0,0,1,1,1
"6",5,0,0,1,0,1,1,1,0,0,1
"7",5,1,1,0,0,1,0,1,0,0,1
"8",6,1,1,1,0,0,1,0,1,1,0
"9",7,1,0,1,1,1,1,0,1,1,0
"10",5,0,0,1,1,0,0,1,1,1,0
"11",4,0,1,1,0,0,0,1,0,0,1
"12",4,0,0,0,1,0,1,1,0,1,0
"13",2,0,0,0,0,0,0,1,1,0,0
"14",7,1,1,0,1,1,1,0,1,1,0
"15",6,1,1,0,0,0,1,1,0,1,1
"16",6,0,0,0,1,1,0,1,1,1,1
"17",3,0,1,0,0,0,1,1,0,0,0
"18",4,1,0,0,0,1,0,0,1,0,1
"19",8,1,1,0,1,1,0,1,1,1,1
"20",8,1,1,1,1,1,1,0,0,1,1
"21",3,0,0,1,1,0,0,0,0,1,0
"22",8,1,1,1,1,0,1,0,1,1,1
"23",4,0,0,1,1,0,0,1,1,0,0
"24",6,1,0,1,1,1,0,1,0,1,0
"25",6,0,1,1,1,1,1,1,0,0,0
"26",9,1,1,1,1,1,1,1,1,0,1
"27",5,0,0,1,1,0,0,1,1,0,1
"28",2,0,1,0,0,1,0,0,0,0,0
"29",3,0,0,1,0,1,0,1,0,0,0
"30",6,1,0,0,1,1,0,0,1,1,1
"31",6,0,0,1,0,1,1,1,0,1,1
"32",8,1,1,1,1,0,1,1,0,1,1
"33",6,0,1,0,0,1,1,1,0,1,1
"34",4,0,0,1,0,1,1,0,0,1,0
"35",4,1,0,0,1,1,0,0,0,1,0
"36",3,0,0,0,1,0,1,0,0,1,0
"37",5,0,1,0,1,0,0,1,0,1,1
"38",6,0,1,1,1,0,1,1,1,0,0
"39",6,0,0,1,1,0,0,1,1,1,1
"40",3,0,0,1,0,0,0,0,0,1,1
"41",8,1,1,0,0,1,1,1,1,1,1
"42",6,1,0,0,0,1,1,1,1,0,1
"43",7,1,1,1,0,1,0,1,1,1,0
"44",6,0,0,1,1,0,0,1,1,1,1
"45",5,0,0,0,0,1,1,1,0,1,1
"46",3,0,0,0,0,0,1,1,0,0,1
"47",6,1,1,0,1,1,1,0,0,0,1
"48",5,0,1,1,1,0,0,0,1,0,1
"49",3,0,1,1,0,0,0,0,0,1,0
"50",5,0,0,1,0,0,1,1,1,0,1
