"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,1,1,0,0,1,0,1,0,1
"2",6,0,0,1,1,0,1,1,1,0,1
"3",6,0,1,1,1,1,1,0,0,1,0
"4",3,0,0,0,1,1,0,0,1,0,0
"5",6,1,0,0,0,1,0,1,1,1,1
"6",4,1,1,0,0,0,0,0,1,0,1
"7",4,1,1,0,0,0,1,0,0,0,1
"8",3,0,0,1,0,0,1,1,0,0,0
"9",5,1,1,1,1,1,0,0,0,0,0
"10",5,1,0,1,0,0,1,0,1,1,0
"11",6,0,1,1,1,0,1,0,0,1,1
"12",6,0,1,0,1,1,1,0,1,0,1
"13",4,0,0,0,0,1,0,0,1,1,1
"14",5,1,0,0,0,1,1,1,0,0,1
"15",10,1,1,1,1,1,1,1,1,1,1
"16",7,0,0,1,1,1,1,0,1,1,1
"17",4,0,1,0,0,1,1,0,1,0,0
"18",4,1,0,0,0,1,1,1,0,0,0
"19",6,1,1,0,0,0,0,1,1,1,1
"20",2,1,0,1,0,0,0,0,0,0,0
