"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
"2",4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"3",6,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0
"4",8,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
"5",8,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0
"6",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"7",6,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"8",6,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0
"9",4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"10",5,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"11",3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"12",5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"13",5,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"14",4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"15",5,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"16",5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"17",7,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"18",6,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
"19",6,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"20",5,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"21",3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"22",4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"23",6,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
"24",5,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"25",3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"26",4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
"27",5,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
"28",6,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"29",5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"30",5,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"31",5,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"32",3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"33",4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"34",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"35",5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"36",6,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
"37",5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0
"38",6,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"39",3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"40",6,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
"41",4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"42",5,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"43",3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"44",4,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"45",5,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
"46",5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"47",5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"48",5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"49",3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"50",6,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
