"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,1,0,0,0,0,1,0,0,0,1
"2",4,0,1,0,1,0,1,0,0,1,0
"3",5,0,1,0,0,1,1,0,1,0,1
"4",5,1,0,0,0,1,0,1,1,0,1
"5",4,1,0,0,0,1,0,1,0,0,1
"6",8,1,1,1,0,1,1,1,1,1,0
"7",5,1,1,0,1,1,0,0,0,1,0
"8",7,0,1,1,0,1,1,1,1,1,0
"9",4,1,0,0,0,0,0,1,1,0,1
"10",5,0,0,1,0,1,1,0,1,1,0
"11",2,0,0,0,0,1,0,0,0,1,0
"12",6,1,1,1,1,0,0,1,0,0,1
"13",4,0,0,0,1,0,0,1,1,0,1
"14",4,1,1,0,0,0,1,0,0,1,0
"15",4,1,1,1,0,0,1,0,0,0,0
"16",4,0,1,1,0,0,0,1,1,0,0
"17",8,1,1,0,1,1,1,0,1,1,1
"18",6,0,1,1,1,0,1,0,1,1,0
"19",5,1,1,1,0,1,0,1,0,0,0
"20",3,0,1,0,0,1,0,1,0,0,0
"21",8,1,1,1,0,1,1,0,1,1,1
"22",4,0,1,0,0,0,1,0,1,0,1
"23",3,1,1,1,0,0,0,0,0,0,0
"24",4,1,1,0,1,1,0,0,0,0,0
"25",6,1,0,1,1,0,0,1,1,0,1
"26",9,1,1,1,1,0,1,1,1,1,1
"27",1,0,1,0,0,0,0,0,0,0,0
"28",4,0,0,1,1,0,0,0,1,1,0
"29",5,1,0,1,0,1,0,0,1,0,1
"30",6,0,1,0,1,1,0,1,1,0,1
"31",7,1,1,1,1,1,1,0,1,0,0
"32",5,0,0,0,0,1,1,1,0,1,1
"33",7,0,0,1,1,0,1,1,1,1,1
"34",5,1,1,0,0,1,0,0,0,1,1
"35",5,0,0,0,0,0,1,1,1,1,1
"36",3,0,1,0,1,0,0,0,1,0,0
"37",4,1,0,0,0,1,1,0,0,1,0
"38",6,1,1,0,0,1,0,1,1,0,1
"39",6,0,1,1,0,1,1,1,0,0,1
"40",5,0,1,1,0,1,0,1,1,0,0
"41",7,1,1,1,0,0,1,1,0,1,1
"42",3,0,0,1,1,0,0,0,0,0,1
"43",8,1,1,1,1,1,1,0,1,1,0
"44",7,0,1,1,1,1,0,0,1,1,1
"45",8,0,1,1,1,1,1,0,1,1,1
"46",3,1,0,0,0,1,0,0,1,0,0
"47",5,0,0,0,1,1,0,1,1,1,0
"48",3,0,0,0,0,0,0,1,1,0,1
"49",6,0,1,0,1,1,1,1,0,0,1
"50",6,1,0,1,1,0,0,1,0,1,1
