"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",4,0,1,1,1,1
"2",2,0,0,1,1,0
"3",1,0,1,0,0,0
"4",3,0,1,0,1,1
"5",3,1,0,0,1,1
"6",3,0,1,1,0,1
"7",4,1,1,1,0,1
"8",2,1,1,0,0,0
"9",3,1,0,0,1,1
"10",4,1,1,1,1,0
"11",3,0,1,1,0,1
"12",4,1,1,1,0,1
"13",3,0,0,1,1,1
"14",3,1,0,1,0,1
"15",4,0,1,1,1,1
"16",1,0,1,0,0,0
"17",4,1,1,1,1,0
"18",2,1,0,0,0,1
"19",4,1,1,0,1,1
"20",1,0,0,1,0,0
"21",2,1,1,0,0,0
"22",2,0,1,1,0,0
"23",2,0,0,1,1,0
"24",3,1,1,0,1,0
"25",4,0,1,1,1,1
"26",2,0,0,0,1,1
"27",1,1,0,0,0,0
"28",1,0,0,0,0,1
"29",4,1,0,1,1,1
"30",2,1,1,0,0,0
"31",3,1,0,0,1,1
"32",4,1,1,1,0,1
"33",4,1,1,0,1,1
"34",3,0,0,1,1,1
"35",4,0,1,1,1,1
"36",2,1,0,1,0,0
"37",3,1,0,1,0,1
"38",1,0,0,0,0,1
"39",2,0,1,1,0,0
"40",0,0,0,0,0,0
"41",3,0,1,1,0,1
"42",5,1,1,1,1,1
"43",3,0,1,1,1,0
"44",3,1,1,0,1,0
"45",2,0,1,0,1,0
"46",3,0,1,1,0,1
"47",1,0,0,0,0,1
"48",1,0,0,1,0,0
"49",3,1,1,1,0,0
"50",5,1,1,1,1,1
