"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",14,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1
"2",8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1
"3",9,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0
"4",8,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0
"5",5,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"6",7,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"7",12,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1
"8",11,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1
"9",8,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"10",11,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
"11",11,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1
"12",9,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
"13",11,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
"14",10,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
"15",6,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0
"16",10,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0
"17",6,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"18",11,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1
"19",12,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1
"20",7,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"21",5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"22",7,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"23",11,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
"24",12,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0
"25",6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0
"26",13,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0
"27",7,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"28",10,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
"29",9,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1
"30",8,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
"31",6,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
"32",9,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
"33",10,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
"34",9,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
"35",14,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1
"36",18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"37",12,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1
"38",13,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1
"39",8,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
"40",11,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0
"41",8,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"42",7,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
"43",11,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1
"44",11,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"45",10,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1
"46",13,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1
"47",11,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1
"48",11,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0
"49",12,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1
"50",14,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
