"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,1,0,0,1,0,1,1,0,0,0
"2",5,0,0,1,1,1,0,0,1,0,1
"3",3,0,1,0,0,1,0,0,0,1,0
"4",5,1,0,0,1,0,1,0,0,1,1
"5",5,0,1,0,0,1,1,0,1,0,1
"6",7,0,1,0,1,1,0,1,1,1,1
"7",5,1,0,0,0,1,1,1,0,0,1
"8",3,0,0,1,0,0,0,0,0,1,1
"9",3,0,0,0,0,0,1,0,0,1,1
"10",2,0,0,0,1,0,0,0,0,1,0
"11",3,0,0,1,0,0,0,0,1,1,0
"12",7,1,1,0,0,1,1,0,1,1,1
"13",3,1,0,0,0,0,1,0,0,1,0
"14",1,0,0,0,0,1,0,0,0,0,0
"15",6,0,0,1,1,1,0,1,0,1,1
"16",5,1,1,0,0,0,0,1,1,0,1
"17",4,1,0,0,0,0,1,1,0,1,0
"18",3,0,0,0,1,0,0,0,1,1,0
"19",6,0,0,0,1,1,0,1,1,1,1
"20",5,1,0,0,0,0,1,1,1,0,1
"21",2,0,0,1,0,0,0,1,0,0,0
"22",4,1,1,1,0,0,0,0,1,0,0
"23",5,0,1,0,0,1,0,1,1,0,1
"24",3,1,1,0,0,1,0,0,0,0,0
"25",4,0,1,1,1,0,0,0,0,1,0
"26",6,1,0,0,0,1,0,1,1,1,1
"27",4,0,0,1,0,0,0,1,0,1,1
"28",5,1,1,0,1,0,0,0,0,1,1
"29",6,0,1,0,1,1,0,1,1,1,0
"30",5,1,1,1,1,0,0,0,0,0,1
"31",4,0,0,1,0,0,1,1,1,0,0
"32",5,1,1,0,1,1,1,0,0,0,0
"33",2,1,0,0,1,0,0,0,0,0,0
"34",5,0,0,0,0,1,1,1,0,1,1
"35",4,1,1,0,0,0,1,0,0,1,0
"36",5,1,1,0,0,1,0,1,1,0,0
"37",5,0,1,1,0,0,1,1,0,1,0
"38",6,1,0,1,1,1,0,1,0,0,1
"39",6,1,1,0,0,1,0,1,1,0,1
"40",3,1,0,1,0,0,1,0,0,0,0
"41",5,0,1,1,0,1,0,0,0,1,1
"42",5,0,1,1,0,0,1,1,0,1,0
"43",3,0,0,0,1,1,0,1,0,0,0
"44",6,1,0,0,1,1,0,1,1,1,0
"45",5,0,0,1,1,1,0,1,1,0,0
"46",4,1,0,1,0,0,0,0,1,1,0
"47",7,1,0,1,1,1,1,0,1,1,0
"48",3,1,0,1,0,0,0,0,0,0,1
"49",3,0,1,0,0,1,0,1,0,0,0
"50",6,0,1,1,0,1,1,0,1,0,1
"51",4,1,0,0,0,1,1,0,1,0,0
"52",4,0,1,0,1,0,0,0,1,0,1
"53",4,0,1,0,1,0,1,0,0,0,1
"54",6,0,1,1,1,0,1,1,0,0,1
"55",4,1,0,0,0,1,0,0,0,1,1
"56",5,1,1,0,0,0,1,0,1,0,1
"57",4,0,0,0,1,1,1,1,0,0,0
"58",6,0,1,1,0,0,1,1,1,0,1
"59",5,1,0,0,0,1,1,0,0,1,1
"60",3,0,1,1,0,0,0,1,0,0,0
"61",5,1,1,0,0,0,0,1,0,1,1
"62",6,0,0,1,1,1,0,1,0,1,1
"63",3,0,0,1,1,0,0,1,0,0,0
"64",6,0,0,1,1,0,1,1,1,1,0
"65",4,0,1,0,0,0,0,1,1,1,0
"66",6,1,0,0,0,1,1,1,0,1,1
"67",6,0,1,1,1,1,0,0,1,0,1
"68",4,0,0,1,1,0,1,0,0,0,1
"69",6,1,1,1,1,0,0,0,0,1,1
"70",5,0,1,0,1,1,0,1,1,0,0
"71",4,0,0,0,1,1,0,1,0,0,1
"72",4,1,1,1,0,0,1,0,0,0,0
"73",4,1,1,0,0,0,1,0,0,0,1
"74",4,0,0,1,0,1,0,1,1,0,0
"75",3,1,1,0,0,0,0,0,0,0,1
"76",4,1,1,0,0,0,0,0,0,1,1
"77",8,0,1,1,1,1,1,1,1,1,0
"78",2,0,0,0,0,0,1,0,1,0,0
"79",9,1,1,1,1,1,1,0,1,1,1
"80",5,0,0,0,1,1,1,0,1,0,1
"81",6,0,0,0,1,1,1,1,1,0,1
"82",6,1,1,0,0,1,1,1,0,1,0
"83",6,0,1,1,1,1,0,1,0,0,1
"84",4,0,1,1,0,0,1,1,0,0,0
"85",4,1,0,0,0,1,0,0,1,0,1
"86",6,0,0,0,0,1,1,1,1,1,1
"87",9,1,1,1,1,1,1,1,0,1,1
"88",4,1,1,1,0,0,0,1,0,0,0
"89",6,1,1,1,0,0,0,1,0,1,1
"90",3,0,1,0,0,0,1,0,1,0,0
"91",7,1,1,1,1,1,1,1,0,0,0
"92",6,0,1,1,1,1,1,0,1,0,0
"93",4,0,0,0,1,1,1,0,0,1,0
"94",4,0,1,0,0,0,0,1,1,1,0
"95",3,0,1,0,0,0,0,0,1,1,0
"96",4,0,1,0,0,0,1,1,0,1,0
"97",5,1,0,0,1,1,1,0,0,0,1
"98",5,1,1,0,1,1,0,0,0,1,0
"99",5,1,1,0,0,0,1,1,0,1,0
"100",5,0,1,1,0,0,1,1,1,0,0
