"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2",5,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3",6,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"4",3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"5",7,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"6",5,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"7",4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8",6,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"9",5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"10",3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",6,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"12",6,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13",6,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"14",3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"15",5,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"16",5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"17",5,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"18",8,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"19",3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20",3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"21",6,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"22",7,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"23",5,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"24",3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",5,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"26",4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"27",6,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"28",5,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"29",7,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"30",7,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"31",4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"33",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"34",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",7,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"37",7,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"38",7,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"39",3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"40",5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",8,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"42",7,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"43",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"45",4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"46",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"47",5,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"48",4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"49",3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"50",5,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"51",6,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"52",7,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"53",4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"54",4,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"55",4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"56",7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"57",6,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"58",5,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"59",6,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"60",4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",5,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"62",6,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"63",4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"64",6,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"65",5,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"66",4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"67",3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"68",6,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"69",5,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"70",7,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"71",4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
