"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",7,1,0,0,1,0,1,1,1,1,1
"2",7,0,1,0,1,0,1,1,1,1,1
"3",8,1,1,1,1,1,0,1,1,0,1
"4",4,1,0,0,0,0,0,1,1,1,0
"5",6,1,1,0,1,0,0,0,1,1,1
"6",4,1,1,0,0,1,0,0,0,0,1
"7",4,0,1,0,0,1,0,1,1,0,0
"8",5,0,0,1,1,1,1,1,0,0,0
"9",3,1,1,0,0,0,0,0,0,1,0
"10",3,1,0,0,0,0,0,0,0,1,1
"11",5,1,1,0,0,1,1,1,0,0,0
"12",3,1,0,0,0,0,0,0,0,1,1
"13",7,1,0,1,1,1,1,0,1,1,0
"14",4,1,0,0,1,1,1,0,0,0,0
"15",3,0,1,0,0,0,0,0,1,1,0
"16",4,1,0,0,1,0,0,0,1,1,0
"17",5,1,1,1,0,0,0,0,0,1,1
"18",3,1,0,1,0,0,0,0,1,0,0
"19",6,0,1,0,0,1,0,1,1,1,1
"20",6,0,0,0,1,0,1,1,1,1,1
