"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,0,1,1,0,0,1,0,1,1
"2",7,0,1,1,1,1,0,1,0,1,1
"3",4,0,0,1,1,0,1,0,0,1,0
"4",4,1,1,0,1,0,0,0,0,1,0
"5",4,0,0,1,1,0,1,0,1,0,0
"6",6,1,1,0,1,0,0,0,1,1,1
"7",4,0,1,0,0,1,1,1,0,0,0
"8",3,0,0,0,1,0,1,0,0,1,0
"9",4,0,0,0,0,1,1,0,0,1,1
"10",4,0,1,0,0,1,0,0,1,1,0
"11",7,1,0,1,1,0,1,1,1,0,1
"12",7,1,1,1,1,1,0,1,0,0,1
"13",5,1,1,0,1,0,0,0,0,1,1
"14",3,0,1,0,0,1,0,0,1,0,0
"15",6,0,1,1,1,1,0,0,1,0,1
"16",6,1,0,0,0,0,1,1,1,1,1
"17",7,0,1,1,0,1,1,0,1,1,1
"18",5,1,1,1,1,0,0,0,0,0,1
"19",4,0,1,0,0,1,1,1,0,0,0
"20",6,1,0,0,1,1,1,0,0,1,1
"21",6,1,0,1,0,1,0,1,1,0,1
"22",4,0,0,0,1,1,1,1,0,0,0
"23",4,0,1,1,0,0,0,1,0,1,0
"24",7,1,0,0,1,1,1,1,1,0,1
"25",2,0,0,0,0,0,0,1,0,1,0
"26",4,0,1,0,1,0,1,0,0,1,0
"27",6,1,1,0,0,1,1,1,1,0,0
"28",5,1,0,1,0,0,1,0,1,1,0
"29",4,0,0,1,0,1,0,1,0,1,0
"30",4,1,0,1,1,1,0,0,0,0,0
"31",5,1,0,1,0,0,1,1,0,0,1
"32",7,0,1,1,0,0,1,1,1,1,1
"33",3,0,0,1,1,0,1,0,0,0,0
"34",7,0,1,1,1,0,1,0,1,1,1
"35",5,0,1,1,1,0,1,1,0,0,0
"36",6,1,0,0,0,0,1,1,1,1,1
"37",5,1,0,1,0,1,0,1,0,0,1
"38",6,0,1,1,0,0,1,1,1,1,0
"39",5,1,0,0,1,0,1,0,1,1,0
"40",5,1,1,0,0,1,0,0,0,1,1
"41",5,1,0,1,0,1,0,0,1,0,1
"42",6,1,0,1,0,1,1,1,0,1,0
"43",7,0,1,1,1,1,0,0,1,1,1
"44",8,1,1,1,1,0,1,1,1,0,1
"45",7,1,0,1,1,0,0,1,1,1,1
"46",3,1,1,0,0,0,0,0,0,1,0
"47",5,0,0,1,1,0,0,1,1,1,0
"48",4,1,0,0,0,0,0,1,1,1,0
"49",2,0,1,0,0,0,0,0,0,0,1
"50",6,0,1,0,1,1,0,1,0,1,1
