"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",11,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0
"2",9,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
"3",12,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
"4",9,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0
"5",13,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0
"6",10,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
"7",12,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0
"8",13,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1
"9",9,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0
"10",10,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
"11",13,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0
"12",10,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0
"13",10,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1
"14",10,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0
"15",8,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
"16",13,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0
"17",11,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1
"18",9,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
"19",9,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
"20",12,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1
"21",4,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"22",10,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0
"23",12,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0
"24",11,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1
"25",10,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1
"26",10,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1
"27",6,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"28",9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
"29",8,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1
"30",11,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0
"31",12,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
"32",9,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"33",10,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1
"34",7,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"35",9,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
"36",10,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"37",9,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0
"38",7,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
"39",10,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1
"40",12,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0
"41",10,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0
"42",8,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0
"43",13,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
"44",12,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0
"45",9,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1
"46",9,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
"47",11,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
"48",7,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
"49",13,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0
"50",11,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1
"51",10,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0
"52",11,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0
"53",10,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1
