"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,0,0,1,1
"2",1,0,1,0,0,0
"3",1,1,0,0,0,0
"4",4,1,1,0,1,1
"5",3,1,1,0,0,1
"6",3,1,0,0,1,1
"7",1,0,0,0,1,0
"8",3,1,0,0,1,1
"9",2,0,1,0,1,0
"10",2,0,0,1,0,1
"11",1,0,0,0,1,0
"12",2,0,1,0,0,1
"13",4,1,1,1,1,0
"14",3,1,0,1,1,0
"15",2,1,0,0,1,0
"16",3,0,0,1,1,1
"17",0,0,0,0,0,0
"18",2,1,1,0,0,0
"19",3,0,1,1,0,1
"20",2,1,0,1,0,0
"21",2,0,0,0,1,1
"22",4,1,1,1,1,0
"23",5,1,1,1,1,1
"24",3,1,1,0,1,0
"25",3,1,1,0,0,1
"26",4,1,1,1,1,0
"27",4,1,1,1,1,0
"28",5,1,1,1,1,1
"29",2,0,0,0,1,1
"30",2,1,1,0,0,0
"31",2,1,1,0,0,0
"32",2,1,0,0,1,0
"33",2,0,1,1,0,0
"34",2,0,1,0,0,1
"35",3,1,0,0,1,1
"36",4,0,1,1,1,1
"37",3,1,1,0,0,1
"38",3,0,1,0,1,1
"39",0,0,0,0,0,0
"40",2,1,0,0,0,1
"41",3,1,0,1,0,1
"42",3,1,1,0,0,1
"43",3,1,1,1,0,0
"44",4,1,1,1,1,0
"45",2,0,1,0,1,0
"46",4,0,1,1,1,1
"47",2,1,0,0,0,1
"48",2,1,1,0,0,0
"49",2,0,0,1,0,1
"50",4,1,1,1,0,1
