"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",2,0,0,0,1,0,0,1,0,0,0
"2",4,1,0,0,0,0,1,0,0,1,1
"3",3,0,0,1,0,0,1,0,1,0,0
"4",0,0,0,0,0,0,0,0,0,0,0
"5",5,1,0,1,1,0,1,0,1,0,0
"6",7,0,1,1,0,1,0,1,1,1,1
"7",8,1,1,1,1,0,1,0,1,1,1
"8",3,0,1,0,0,0,1,0,0,1,0
"9",3,1,0,0,0,0,0,1,0,1,0
"10",7,0,1,0,1,1,0,1,1,1,1
"11",8,1,1,0,1,0,1,1,1,1,1
"12",3,1,1,0,0,0,0,1,0,0,0
"13",8,1,1,1,1,1,1,0,0,1,1
"14",6,0,1,0,1,1,0,0,1,1,1
"15",3,0,1,0,0,0,0,0,1,1,0
"16",5,0,1,0,1,0,1,1,1,0,0
"17",7,1,0,0,0,1,1,1,1,1,1
"18",6,1,0,1,1,1,1,1,0,0,0
"19",7,1,1,0,1,1,1,0,1,0,1
"20",7,0,0,1,1,1,1,1,1,1,0
"21",7,0,0,1,1,1,1,1,1,1,0
"22",4,1,0,0,0,1,1,0,0,0,1
"23",2,1,0,0,0,0,0,1,0,0,0
"24",7,1,1,1,0,1,0,1,1,1,0
"25",3,1,0,0,0,0,0,1,0,0,1
"26",5,1,0,1,1,0,0,1,0,0,1
"27",4,0,0,0,0,1,0,1,1,1,0
"28",2,0,0,0,1,0,0,1,0,0,0
"29",3,1,0,0,0,0,0,1,0,1,0
"30",3,1,0,1,0,0,0,0,0,0,1
"31",6,1,1,0,1,1,0,1,1,0,0
"32",3,0,0,1,1,0,0,0,1,0,0
"33",4,0,1,0,1,1,1,0,0,0,0
"34",7,1,0,0,1,1,0,1,1,1,1
"35",7,0,0,1,1,1,1,1,1,1,0
"36",4,0,1,1,1,0,0,0,0,0,1
"37",5,1,0,0,1,1,0,0,0,1,1
"38",6,0,0,1,1,1,0,1,1,1,0
"39",5,1,0,0,1,0,1,1,1,0,0
"40",5,1,1,0,0,0,0,1,0,1,1
"41",8,1,0,1,1,0,1,1,1,1,1
"42",7,1,1,0,0,1,1,1,0,1,1
"43",6,1,0,0,1,1,1,1,1,0,0
"44",5,0,0,0,1,0,0,1,1,1,1
"45",5,1,0,0,1,0,0,1,0,1,1
"46",4,1,0,1,0,0,1,0,0,1,0
"47",5,1,0,1,0,1,1,0,1,0,0
"48",2,0,1,0,0,0,0,1,0,0,0
"49",6,1,1,1,0,0,1,1,0,1,0
"50",3,1,1,0,0,0,0,0,0,0,1
"51",5,1,1,1,0,0,0,0,0,1,1
"52",5,0,0,1,1,0,0,1,1,0,1
"53",6,1,1,0,1,0,1,1,1,0,0
"54",7,1,0,1,1,1,1,1,1,0,0
"55",1,0,0,0,1,0,0,0,0,0,0
"56",4,1,0,1,0,0,1,0,1,0,0
"57",3,0,0,0,0,1,0,1,1,0,0
"58",6,0,0,1,1,1,1,0,1,0,1
"59",4,0,0,0,1,1,0,0,1,0,1
"60",6,1,1,1,1,0,0,0,0,1,1
"61",3,0,0,0,1,0,1,0,0,0,1
"62",2,1,0,0,1,0,0,0,0,0,0
"63",7,0,1,1,0,1,1,1,1,1,0
"64",4,1,1,0,0,0,1,0,0,1,0
"65",8,0,1,1,0,1,1,1,1,1,1
"66",2,0,0,0,1,1,0,0,0,0,0
"67",6,1,1,0,1,0,0,1,1,0,1
"68",2,1,1,0,0,0,0,0,0,0,0
"69",4,1,0,1,0,1,1,0,0,0,0
"70",3,1,1,1,0,0,0,0,0,0,0
"71",6,0,1,1,1,0,1,1,0,1,0
"72",6,1,1,1,0,0,0,0,1,1,1
"73",8,1,1,1,1,1,1,0,1,0,1
"74",4,1,0,0,0,1,0,0,0,1,1
"75",7,1,0,1,0,0,1,1,1,1,1
"76",3,0,0,1,0,0,1,0,0,0,1
"77",5,0,0,1,1,0,1,0,0,1,1
"78",7,0,1,1,0,1,1,0,1,1,1
"79",5,1,1,0,0,0,1,1,0,1,0
"80",5,1,0,0,1,1,0,0,0,1,1
"81",3,1,1,0,0,0,0,0,0,0,1
"82",4,1,1,0,1,0,0,0,0,1,0
"83",6,1,0,0,1,1,1,0,1,0,1
"84",4,1,0,0,1,1,0,0,1,0,0
"85",2,0,0,0,0,1,0,1,0,0,0
"86",5,0,0,1,1,0,1,0,1,1,0
"87",7,1,0,1,1,0,1,0,1,1,1
"88",2,0,0,0,0,0,0,0,0,1,1
"89",5,0,0,0,1,1,1,1,0,1,0
"90",3,1,0,1,0,0,1,0,0,0,0
"91",7,0,1,1,1,1,0,1,0,1,1
"92",7,0,0,1,0,1,1,1,1,1,1
"93",8,1,0,1,1,1,1,1,0,1,1
"94",8,1,0,1,1,0,1,1,1,1,1
"95",5,1,0,1,0,1,0,1,0,0,1
"96",5,0,1,1,0,1,1,0,0,0,1
"97",3,0,0,0,0,0,1,1,1,0,0
"98",4,0,0,0,1,1,1,0,0,1,0
"99",5,1,1,0,1,0,0,1,0,1,0
"100",8,1,1,1,1,0,0,1,1,1,1
