"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2",5,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"3",4,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"4",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5",5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"6",8,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"7",6,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"8",8,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"9",5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"10",6,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"11",6,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"12",3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"13",5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"15",5,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"16",6,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"17",4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",5,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"19",5,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"20",5,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"21",4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"22",6,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"23",3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"24",5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"25",4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"26",7,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"27",5,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"28",8,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"29",5,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"30",7,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"31",6,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"32",3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"33",8,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"34",6,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"36",7,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"37",5,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"38",5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"39",3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"40",5,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"41",4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",6,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"43",7,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"44",4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"45",4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"46",4,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"47",5,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"48",4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"49",3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"50",6,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"51",3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"52",6,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"53",5,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54",6,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"55",5,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"56",6,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"57",6,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"58",5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"59",4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"60",5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"61",3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"62",4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"64",4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"65",4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"66",3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"67",6,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"68",8,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"69",5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"70",5,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"71",6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"72",5,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"73",6,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"74",4,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"75",3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"76",6,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"77",7,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"78",7,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"79",6,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"80",3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"81",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"83",5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"84",4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"85",4,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"86",4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"87",8,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"88",6,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"89",5,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"90",4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"91",5,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"92",9,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"93",7,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"94",6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"95",4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",7,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"97",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"99",6,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"100",9,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
