"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",12,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0
"2",6,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"3",9,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
"4",8,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"5",6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0
"6",13,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0
"7",12,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
"8",12,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
"9",12,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1
"10",9,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"11",11,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0
"12",10,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1
"13",9,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
"14",9,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
"15",12,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0
"16",9,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
"17",14,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0
"18",12,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1
"19",15,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1
"20",10,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1
"21",9,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0
"22",13,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"23",12,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0
"24",11,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0
"25",14,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1
"26",10,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0
"27",10,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
"28",10,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1
"29",11,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
"30",11,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"31",9,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
"32",8,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
"33",7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
"34",7,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0
"35",7,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
"36",10,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1
"37",11,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0
"38",12,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0
"39",12,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0
"40",6,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0
"41",16,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"42",9,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1
"43",12,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1
"44",7,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0
"45",12,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0
"46",13,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1
"47",2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"48",9,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
"49",9,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"50",10,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1
