"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",5,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"2",5,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
"3",3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"4",4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"5",3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"6",3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7",4,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"8",5,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"9",6,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"10",4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"11",5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"12",7,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"13",3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"14",5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"15",4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"16",8,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
"17",3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"18",4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"19",7,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
"20",7,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
"21",4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"22",6,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
"23",5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"24",7,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
"25",4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"26",5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"27",4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"28",5,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
"29",3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"30",3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"31",8,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"32",4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"33",7,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
"34",5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"35",7,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"36",5,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
"37",6,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
"38",6,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"39",2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"40",4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"41",5,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
"42",5,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"43",6,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"44",7,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"45",5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"46",9,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
"47",7,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"48",2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"49",6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"50",6,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"51",6,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"52",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"53",5,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"54",7,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0
"55",4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"56",5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"57",5,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"58",3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"59",6,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"60",5,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"61",5,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"62",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"64",8,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0
"65",8,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"66",4,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
"67",3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"68",5,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
"69",5,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
"70",4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
"71",6,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
"72",6,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"73",6,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0
"74",6,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
"75",8,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
"76",6,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"77",7,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
"78",4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"79",4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"80",8,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"81",8,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0
"82",3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"83",3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"84",4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"85",3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
