"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,0,0,1
"2",2,0,0,1,0,1
"3",2,1,1,0,0,0
"4",4,0,1,1,1,1
"5",3,0,0,1,1,1
"6",4,1,0,1,1,1
"7",1,1,0,0,0,0
"8",3,0,1,1,1,0
"9",1,0,0,0,0,1
"10",5,1,1,1,1,1
"11",4,1,1,1,1,0
"12",3,1,1,0,1,0
"13",3,0,0,1,1,1
"14",3,1,0,1,0,1
"15",4,1,1,1,0,1
"16",3,0,1,0,1,1
"17",2,1,0,0,0,1
"18",4,1,1,1,1,0
"19",3,0,0,1,1,1
"20",3,1,0,1,0,1
"21",4,0,1,1,1,1
"22",2,0,0,1,1,0
"23",2,0,1,0,0,1
"24",3,0,0,1,1,1
"25",2,0,1,1,0,0
"26",3,0,1,1,1,0
"27",3,0,1,1,0,1
"28",3,1,0,0,1,1
"29",3,1,1,0,1,0
"30",4,1,1,1,0,1
"31",2,0,0,0,1,1
"32",2,1,0,0,0,1
"33",4,1,0,1,1,1
"34",2,1,0,0,1,0
"35",3,0,1,0,1,1
"36",2,0,1,0,1,0
"37",5,1,1,1,1,1
"38",2,1,0,0,1,0
"39",2,0,0,1,1,0
"40",3,1,0,1,1,0
"41",1,0,1,0,0,0
"42",0,0,0,0,0,0
"43",2,0,1,0,1,0
"44",2,1,0,0,1,0
"45",3,1,1,0,0,1
"46",3,0,0,1,1,1
"47",4,1,0,1,1,1
"48",2,1,0,0,0,1
"49",2,1,1,0,0,0
"50",4,1,0,1,1,1
