"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",8,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
"2",3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"3",6,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"4",5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"5",6,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"6",3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"7",5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"8",9,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"9",8,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"10",6,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"11",6,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"12",5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"13",2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"14",7,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
"15",4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"16",4,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"17",4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"18",4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"19",5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
"20",6,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"21",6,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"22",7,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"23",2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"24",5,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
"25",6,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"26",6,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
"27",5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"28",6,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"29",7,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0
"30",5,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0
"31",5,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
"32",6,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
"33",5,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"34",5,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"35",8,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
"36",7,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0
"37",5,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"38",6,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
"39",3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"40",5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"41",5,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"42",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"43",6,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0
"44",6,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
"45",7,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"46",4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"47",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"48",7,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0
"49",7,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0
"50",7,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
"51",5,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"52",6,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
"53",4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"54",4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"55",5,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
"56",6,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"57",7,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"58",5,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"59",5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0
"60",4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"61",4,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
"62",4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"63",4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"64",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"65",6,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
"66",8,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
"67",6,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
"68",5,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0
"69",4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"70",6,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0
"71",8,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
"72",5,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"73",6,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
"74",4,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"75",8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"76",6,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
"77",4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"78",6,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"79",4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"80",6,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
"81",6,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
"82",4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"83",5,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
"84",4,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
