"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",0,0,0,0,0,0
"2",1,0,0,0,0,1
"3",5,1,1,1,1,1
"4",3,1,1,0,1,0
"5",4,0,1,1,1,1
"6",3,1,1,0,1,0
"7",3,1,1,0,0,1
"8",2,0,0,1,1,0
"9",2,0,0,1,1,0
"10",5,1,1,1,1,1
"11",2,1,0,0,1,0
"12",2,0,0,1,0,1
"13",2,0,0,0,1,1
"14",3,1,0,1,1,0
"15",3,0,1,0,1,1
"16",3,1,0,1,1,0
"17",0,0,0,0,0,0
"18",4,1,1,0,1,1
"19",1,0,1,0,0,0
"20",5,1,1,1,1,1
"21",4,1,1,1,1,0
"22",4,0,1,1,1,1
"23",3,1,0,1,1,0
"24",1,0,0,0,0,1
"25",3,0,1,1,0,1
"26",3,1,0,1,0,1
"27",2,0,1,0,1,0
"28",0,0,0,0,0,0
"29",1,0,1,0,0,0
"30",3,0,0,1,1,1
"31",3,1,0,0,1,1
"32",2,0,1,0,0,1
"33",4,1,0,1,1,1
"34",3,1,1,0,0,1
"35",4,0,1,1,1,1
"36",1,0,0,0,1,0
"37",3,1,1,0,1,0
"38",1,0,0,1,0,0
"39",2,1,0,1,0,0
"40",1,0,0,1,0,0
"41",2,0,0,1,0,1
"42",2,0,1,1,0,0
"43",2,1,0,1,0,0
"44",4,1,1,1,1,0
"45",2,0,1,0,1,0
"46",2,0,0,0,1,1
"47",3,1,0,0,1,1
"48",3,1,1,0,1,0
"49",3,1,1,0,0,1
"50",4,1,1,1,0,1
