"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",2,0,0,0,0,1,0,0,0,1,0
"2",7,1,1,1,1,0,1,1,1,0,0
"3",2,0,1,0,0,0,0,0,1,0,0
"4",5,0,1,0,0,0,1,0,1,1,1
"5",4,1,0,0,1,0,0,0,1,1,0
"6",6,0,1,0,0,0,1,1,1,1,1
"7",4,1,1,0,0,0,0,0,1,0,1
"8",3,0,0,1,0,0,0,0,1,1,0
"9",5,0,1,0,1,1,0,1,0,0,1
"10",5,0,1,0,1,1,0,1,0,0,1
"11",7,0,0,1,1,1,1,1,1,1,0
"12",3,0,1,1,0,0,0,1,0,0,0
"13",6,0,1,1,1,1,0,0,0,1,1
"14",1,0,0,0,0,0,1,0,0,0,0
"15",6,1,1,1,1,0,1,1,0,0,0
"16",3,0,0,1,0,1,0,1,0,0,0
"17",7,1,1,1,0,1,1,1,0,1,0
"18",5,0,1,0,0,1,1,0,0,1,1
"19",4,1,1,1,1,0,0,0,0,0,0
"20",5,1,1,0,1,0,0,0,0,1,1
"21",5,1,1,0,1,0,1,0,1,0,0
"22",3,0,0,0,1,1,0,1,0,0,0
"23",7,0,1,1,1,0,1,1,0,1,1
"24",4,1,0,1,0,0,0,1,0,0,1
"25",6,1,1,0,1,1,0,0,1,1,0
"26",4,0,1,1,0,1,0,0,0,0,1
"27",7,1,1,0,1,1,1,1,0,1,0
"28",7,1,1,0,1,1,0,1,1,1,0
"29",5,0,1,0,0,0,1,1,1,0,1
"30",8,1,1,1,1,1,1,1,1,0,0
"31",3,1,1,0,0,0,1,0,0,0,0
"32",3,0,0,0,1,1,0,0,0,0,1
"33",6,1,1,1,1,0,1,1,0,0,0
"34",4,0,1,1,1,1,0,0,0,0,0
"35",2,0,0,0,0,1,0,0,0,0,1
"36",6,0,1,0,1,1,1,0,1,1,0
"37",6,0,0,1,1,1,0,0,1,1,1
"38",3,1,0,0,0,0,0,0,0,1,1
"39",4,0,1,0,0,1,0,0,1,1,0
"40",3,0,0,1,0,1,0,0,0,1,0
"41",4,0,1,1,0,0,1,0,0,1,0
"42",5,0,1,0,1,0,0,0,1,1,1
"43",7,1,1,1,1,1,0,1,0,0,1
"44",2,0,0,0,1,0,1,0,0,0,0
"45",7,1,0,1,0,1,1,1,1,1,0
"46",3,1,0,0,1,1,0,0,0,0,0
"47",7,1,1,1,0,0,1,1,1,0,1
"48",4,1,0,1,0,0,0,0,1,0,1
"49",5,0,1,0,0,1,1,0,1,0,1
"50",2,1,0,0,1,0,0,0,0,0,0
