"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,0,1,0,1,0
"2",1,0,0,1,0,0
"3",3,1,0,1,1,0
"4",3,1,1,0,1,0
"5",5,1,1,1,1,1
"6",1,0,0,0,0,1
"7",3,0,1,0,1,1
"8",4,1,1,1,1,0
"9",3,1,1,1,0,0
"10",1,0,0,1,0,0
"11",3,1,1,0,0,1
"12",2,0,1,1,0,0
"13",3,1,0,1,0,1
"14",2,0,0,0,1,1
"15",2,1,0,0,1,0
"16",3,0,1,1,0,1
"17",1,0,0,0,0,1
"18",2,0,0,1,1,0
"19",2,0,1,0,1,0
"20",2,0,1,1,0,0
"21",2,1,0,0,0,1
"22",3,0,1,1,1,0
"23",1,0,0,0,0,1
"24",2,0,0,1,0,1
"25",2,0,0,1,0,1
"26",2,0,1,0,0,1
"27",2,1,0,1,0,0
"28",2,1,1,0,0,0
"29",3,0,1,1,1,0
"30",4,1,1,0,1,1
"31",2,0,1,0,0,1
"32",3,0,1,0,1,1
"33",4,0,1,1,1,1
"34",2,0,1,0,0,1
"35",1,0,0,0,1,0
"36",1,0,0,1,0,0
"37",0,0,0,0,0,0
"38",2,1,0,0,1,0
"39",3,1,0,1,0,1
"40",3,0,0,1,1,1
"41",2,0,1,1,0,0
"42",3,0,1,0,1,1
"43",3,1,0,0,1,1
"44",1,0,0,0,1,0
"45",2,1,1,0,0,0
"46",1,0,0,1,0,0
"47",2,0,0,1,1,0
"48",3,0,0,1,1,1
"49",1,0,0,1,0,0
"50",3,0,1,0,1,1
"51",3,0,1,0,1,1
"52",4,1,0,1,1,1
"53",2,0,1,0,0,1
"54",2,1,0,0,1,0
"55",3,0,1,1,1,0
"56",2,0,0,1,0,1
"57",2,0,0,0,1,1
"58",4,1,1,1,0,1
"59",4,1,1,1,1,0
"60",1,1,0,0,0,0
"61",4,0,1,1,1,1
"62",3,1,1,1,0,0
"63",1,1,0,0,0,0
"64",1,0,0,0,0,1
"65",3,1,1,1,0,0
"66",2,0,1,0,1,0
"67",3,0,1,1,0,1
"68",3,0,1,1,1,0
"69",2,0,0,0,1,1
"70",0,0,0,0,0,0
"71",3,1,0,1,0,1
"72",3,1,0,0,1,1
"73",4,0,1,1,1,1
"74",3,1,1,1,0,0
"75",3,1,1,1,0,0
"76",4,1,1,1,1,0
"77",4,1,1,1,1,0
"78",2,0,0,0,1,1
"79",5,1,1,1,1,1
"80",4,1,1,1,1,0
"81",2,0,1,0,0,1
"82",4,1,1,0,1,1
"83",2,1,0,0,1,0
"84",1,1,0,0,0,0
"85",1,0,0,0,0,1
"86",1,0,0,1,0,0
"87",2,0,0,1,0,1
"88",2,0,1,0,1,0
"89",0,0,0,0,0,0
"90",2,0,1,0,0,1
"91",3,0,0,1,1,1
"92",4,1,1,1,1,0
"93",3,1,1,0,1,0
"94",3,1,1,0,0,1
"95",2,1,0,0,0,1
"96",3,0,1,1,1,0
"97",2,0,1,1,0,0
"98",2,0,0,1,1,0
"99",4,1,1,1,0,1
"100",0,0,0,0,0,0
