"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,0,0,0,0,0,0,1,0,1,1
"2",5,1,0,0,0,1,1,1,0,0,1
"3",7,1,1,1,0,1,1,0,1,0,1
"4",4,0,0,1,0,1,1,0,0,1,0
"5",8,1,1,0,1,1,1,1,1,0,1
"6",2,0,1,0,1,0,0,0,0,0,0
"7",7,0,1,0,1,1,0,1,1,1,1
"8",6,0,0,1,0,1,1,1,0,1,1
"9",5,1,0,1,0,1,0,1,0,0,1
"10",4,1,0,0,0,0,1,1,0,0,1
"11",4,0,1,0,1,1,0,0,0,0,1
"12",5,1,1,1,1,0,0,0,1,0,0
"13",4,1,0,0,0,0,1,0,1,0,1
"14",6,0,0,1,1,1,1,1,0,1,0
"15",4,0,1,0,0,1,1,0,0,0,1
"16",3,0,0,0,1,0,0,1,0,0,1
"17",2,0,0,1,0,1,0,0,0,0,0
"18",5,0,1,1,1,0,0,0,1,0,1
"19",6,1,0,1,0,1,0,1,0,1,1
"20",3,1,0,0,0,1,0,1,0,0,0
"21",5,0,0,1,0,1,1,1,0,1,0
"22",7,1,0,1,1,0,1,1,0,1,1
"23",6,1,1,0,1,1,0,1,1,0,0
"24",3,0,1,0,1,0,0,0,1,0,0
"25",2,0,0,1,0,1,0,0,0,0,0
"26",6,0,1,1,0,0,0,1,1,1,1
"27",4,1,0,0,1,1,0,1,0,0,0
"28",9,1,1,1,1,1,0,1,1,1,1
"29",3,0,0,0,0,1,0,1,0,0,1
"30",3,0,1,0,0,0,0,0,1,1,0
"31",4,0,0,0,0,1,1,0,0,1,1
"32",6,1,0,1,1,0,1,1,1,0,0
"33",5,1,0,1,0,0,0,1,0,1,1
"34",4,0,1,0,0,1,0,1,0,1,0
"35",6,1,1,0,0,1,0,1,1,1,0
"36",5,1,0,1,0,0,1,1,0,1,0
"37",6,0,0,1,1,0,0,1,1,1,1
"38",6,1,0,1,1,1,0,0,1,0,1
"39",5,1,0,0,0,1,0,1,1,1,0
"40",5,0,0,1,1,0,1,1,0,0,1
"41",8,1,1,1,1,1,0,1,0,1,1
"42",6,0,1,1,0,0,1,0,1,1,1
"43",2,0,1,0,0,0,0,0,0,0,1
"44",5,1,1,0,1,0,1,0,0,1,0
"45",2,0,0,0,0,0,0,1,0,1,0
"46",4,0,1,0,0,1,1,1,0,0,0
"47",3,0,0,1,1,1,0,0,0,0,0
"48",6,1,1,1,1,0,0,0,0,1,1
"49",5,0,0,1,0,1,1,1,1,0,0
"50",3,1,0,0,0,0,1,0,0,1,0
"51",6,1,0,0,1,1,1,0,1,1,0
"52",6,1,1,0,0,1,1,0,1,0,1
"53",6,1,1,0,1,0,1,1,0,0,1
"54",4,0,1,0,1,1,1,0,0,0,0
"55",6,0,0,1,1,0,0,1,1,1,1
"56",6,1,0,1,0,1,1,0,1,1,0
"57",5,0,0,1,1,0,1,1,1,0,0
"58",5,0,0,1,1,1,1,0,1,0,0
"59",3,0,1,0,0,0,1,0,0,0,1
"60",6,1,0,0,1,0,0,1,1,1,1
"61",4,0,0,0,0,1,0,0,1,1,1
"62",6,1,0,1,0,1,0,1,1,1,0
"63",5,1,1,0,1,1,0,0,0,0,1
"64",4,0,0,0,0,0,1,1,0,1,1
"65",3,1,0,0,0,0,0,0,1,1,0
"66",5,1,0,1,1,0,1,0,1,0,0
"67",6,0,0,0,1,1,1,1,1,1,0
"68",4,0,0,0,0,1,0,1,1,0,1
"69",5,1,0,1,1,1,0,1,0,0,0
"70",4,0,0,0,1,1,1,0,0,0,1
"71",6,1,0,1,0,1,1,0,1,0,1
"72",2,0,0,0,0,0,0,0,1,0,1
"73",7,1,1,1,0,1,0,1,0,1,1
"74",4,0,0,0,0,0,1,0,1,1,1
"75",5,0,0,1,1,1,1,0,1,0,0
"76",4,0,1,0,0,1,1,1,0,0,0
"77",6,1,0,1,0,1,0,0,1,1,1
"78",6,1,1,0,1,1,0,0,1,0,1
"79",5,0,1,0,1,0,0,0,1,1,1
"80",7,0,0,1,1,1,1,0,1,1,1
"81",3,0,1,1,0,0,0,0,0,1,0
"82",9,1,0,1,1,1,1,1,1,1,1
"83",6,1,0,1,1,0,1,0,1,1,0
"84",3,0,0,0,1,0,1,0,1,0,0
"85",4,1,0,1,0,1,0,0,0,1,0
"86",1,0,0,0,0,0,1,0,0,0,0
"87",5,1,0,1,0,1,0,0,1,0,1
"88",7,1,1,1,1,0,1,0,1,1,0
"89",3,0,1,0,1,0,0,0,1,0,0
"90",3,0,1,0,1,0,0,0,1,0,0
"91",2,0,0,0,1,1,0,0,0,0,0
"92",3,0,0,1,1,0,0,0,0,0,1
"93",8,1,1,1,0,1,1,0,1,1,1
"94",5,0,0,1,0,1,0,1,1,1,0
"95",4,0,1,0,0,1,0,1,0,1,0
"96",3,0,0,0,0,1,0,1,0,1,0
"97",6,0,1,1,0,1,1,0,1,0,1
"98",4,1,0,0,1,1,0,0,0,1,0
"99",4,0,0,0,1,1,0,1,0,0,1
"100",8,1,1,1,1,1,0,1,0,1,1
