"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",4,1,1,0,0,1,1,0,0,0,0
"2",3,0,0,0,1,0,0,1,1,0,0
"3",7,1,0,1,1,1,1,0,1,1,0
"4",8,1,1,1,1,1,1,0,0,1,1
"5",5,1,0,0,0,1,1,0,1,0,1
"6",6,0,0,0,1,1,1,1,0,1,1
"7",5,0,1,0,1,0,0,1,1,0,1
"8",5,0,0,0,1,1,1,1,0,1,0
"9",3,0,0,1,0,0,1,0,1,0,0
"10",4,0,0,0,1,0,0,0,1,1,1
"11",2,0,0,0,0,0,0,0,1,1,0
"12",4,0,1,0,1,0,0,0,0,1,1
"13",2,0,1,0,0,0,0,0,0,0,1
"14",4,1,0,0,0,0,1,1,1,0,0
"15",6,1,1,0,0,1,1,1,0,0,1
"16",4,1,1,1,0,0,0,0,0,1,0
"17",2,0,0,1,0,0,0,0,0,0,1
"18",2,0,0,0,0,1,0,0,0,1,0
"19",6,1,0,1,1,1,0,1,1,0,0
"20",4,0,1,0,1,0,0,0,0,1,1
