"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",9,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1
"2",8,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0
"3",12,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1
"4",10,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1
"5",13,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1
"6",13,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
"7",11,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
"8",13,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1
"9",8,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
"10",12,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1
"11",10,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
"12",10,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1
"13",10,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1
"14",10,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0
"15",7,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"16",9,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1
"17",13,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
"18",7,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"19",14,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1
"20",7,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
