"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",3,0,0,0,0,0,1,1,0,0,1
"2",2,0,0,0,0,0,0,1,0,1,0
"3",6,0,1,0,1,1,0,1,1,1,0
"4",7,0,0,1,1,0,1,1,1,1,1
"5",5,0,1,0,0,0,1,1,0,1,1
"6",3,0,1,0,0,0,1,1,0,0,0
"7",3,1,0,0,0,0,0,1,0,1,0
"8",3,0,1,0,1,0,1,0,0,0,0
"9",6,1,1,0,1,0,0,1,1,1,0
"10",5,1,1,1,1,0,0,0,0,1,0
"11",5,0,1,1,0,0,0,1,0,1,1
"12",5,0,1,0,0,1,0,1,0,1,1
"13",5,1,1,1,0,0,0,1,0,0,1
"14",2,1,0,0,0,0,0,1,0,0,0
"15",4,0,1,0,0,0,1,0,1,0,1
"16",5,0,1,1,1,0,0,1,0,0,1
"17",3,0,0,0,1,1,0,1,0,0,0
"18",6,1,1,1,1,0,1,0,0,1,0
"19",4,1,1,0,0,1,0,0,0,1,0
"20",6,1,0,0,1,0,1,1,0,1,1
