"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"2",6,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0
"3",5,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"4",5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"5",5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"6",6,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
"7",5,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
"8",5,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"9",6,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"10",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"11",5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"12",5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"13",4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"14",4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"15",6,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"16",4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"17",5,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"18",5,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"19",5,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"20",3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"21",6,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"22",5,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"23",8,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0
"24",6,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
"25",6,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"26",6,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"27",3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"28",3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"29",6,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"30",5,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"31",6,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"32",3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"33",5,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"34",5,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"35",3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
