"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,0,1,1,0,0,1,0,1,0,1
"2",3,0,1,0,0,0,0,0,1,1,0
"3",4,1,1,0,0,1,0,0,0,0,1
"4",4,0,1,0,1,0,1,0,0,1,0
"5",5,0,1,1,1,0,0,1,0,1,0
"6",5,0,1,0,1,0,1,1,0,0,1
"7",7,1,0,1,0,1,1,1,1,1,0
"8",8,1,1,1,1,0,1,0,1,1,1
"9",5,1,0,1,0,1,0,1,0,1,0
"10",6,0,1,1,1,0,0,1,0,1,1
"11",3,1,0,1,0,0,0,0,0,1,0
"12",6,1,0,1,1,1,0,0,0,1,1
"13",7,1,1,1,1,0,0,1,0,1,1
"14",7,1,1,1,1,0,0,1,1,0,1
"15",7,1,0,0,1,1,1,0,1,1,1
"16",2,0,1,0,0,0,0,0,0,0,1
"17",2,0,0,0,1,0,0,1,0,0,0
"18",3,0,0,1,0,0,0,1,0,1,0
"19",6,1,1,1,0,0,1,0,0,1,1
"20",4,1,0,0,0,0,1,1,0,0,1
"21",4,0,0,1,0,1,0,0,1,1,0
"22",7,1,1,0,1,1,1,0,0,1,1
"23",5,1,0,1,0,1,0,1,0,0,1
"24",4,0,0,0,0,0,1,1,1,1,0
"25",5,0,0,1,0,1,1,1,0,1,0
"26",6,1,0,1,1,1,0,1,0,0,1
"27",5,0,0,1,0,0,1,1,0,1,1
"28",4,0,0,1,0,1,1,0,0,0,1
"29",5,1,0,1,1,1,1,0,0,0,0
"30",5,1,1,1,0,1,0,0,0,1,0
"31",4,0,0,1,0,1,1,0,0,1,0
"32",4,0,0,1,0,1,0,0,1,1,0
"33",6,0,0,1,1,1,0,1,1,1,0
"34",5,1,0,0,0,1,1,0,0,1,1
"35",3,1,0,0,0,0,1,1,0,0,0
"36",6,0,1,0,1,0,1,1,1,0,1
"37",5,1,0,1,0,0,1,0,1,0,1
"38",5,0,0,1,0,0,1,0,1,1,1
"39",6,1,0,1,1,1,1,0,1,0,0
"40",2,0,1,0,0,0,0,0,1,0,0
"41",6,1,0,1,1,0,1,0,1,1,0
"42",7,1,1,0,1,1,1,1,0,0,1
"43",5,1,1,0,1,0,0,1,0,0,1
"44",5,1,0,1,0,1,0,0,1,1,0
"45",3,0,0,1,0,1,1,0,0,0,0
"46",4,0,1,0,1,1,1,0,0,0,0
"47",7,1,0,1,1,1,1,0,1,0,1
"48",4,1,0,0,1,1,0,0,0,1,0
"49",4,0,0,1,1,1,0,0,0,0,1
"50",4,0,0,0,1,0,1,1,0,1,0
