"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15"
"1",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"2",5,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"3",7,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0
"4",6,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"5",5,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"6",7,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
"7",5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"8",8,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0
"9",3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"10",6,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
"11",5,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"12",5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
"13",7,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0
"14",5,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
"15",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"16",6,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"17",3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"18",6,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"19",6,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"20",5,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
"21",7,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"22",6,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
"23",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"24",5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"25",5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"26",6,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
"27",8,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0
"28",4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"29",4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"30",6,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"31",4,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"32",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"33",7,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"34",8,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
"35",6,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
"36",5,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
"37",5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"38",4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"39",6,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
"40",6,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
"41",5,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"42",5,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"43",3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"44",5,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
"45",5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"46",7,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0
"47",6,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
"48",3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"49",4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"50",7,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
"51",4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"52",6,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"53",4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"54",3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"55",5,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
"56",7,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"57",3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"58",7,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
"59",4,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"60",6,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
"61",4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"62",3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"63",3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"64",4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"65",6,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"66",5,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"67",6,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
"68",7,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"69",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"70",5,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"71",3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"72",5,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
"73",3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"74",4,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"75",3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"76",6,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"77",4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"78",3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"79",5,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"80",5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"81",8,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
"82",4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"83",7,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"84",6,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"85",6,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"86",4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"87",4,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"88",8,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"89",7,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0
"90",5,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"91",7,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"92",5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"93",6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"94",3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"95",4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"96",6,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"97",6,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
"98",7,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"99",7,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0
"100",6,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0
