"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",10,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1
"2",14,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1
"3",10,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
"4",11,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1
"5",7,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
"6",12,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0
"7",10,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0
"8",5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
"9",13,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1
"10",11,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0
"11",10,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0
"12",10,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1
"13",14,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
"14",12,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1
"15",10,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1
"16",11,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1
"17",9,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1
"18",8,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1
"19",13,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1
"20",13,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0
"21",9,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"22",10,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0
"23",7,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0
"24",12,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0
"25",8,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1
"26",12,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0
