"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,0,1,0
"2",3,1,0,1,0,1
"3",2,0,0,0,1,1
"4",0,0,0,0,0,0
"5",1,0,1,0,0,0
"6",3,1,1,0,1,0
"7",3,1,1,0,1,0
"8",3,1,0,1,1,0
"9",3,1,1,1,0,0
"10",1,1,0,0,0,0
"11",3,1,1,0,0,1
"12",2,0,1,1,0,0
"13",2,1,0,0,0,1
"14",2,0,1,1,0,0
"15",1,0,0,0,1,0
"16",0,0,0,0,0,0
"17",2,1,0,0,1,0
"18",2,0,0,1,1,0
"19",3,0,1,0,1,1
"20",1,0,0,0,0,1
"21",5,1,1,1,1,1
"22",3,1,0,1,1,0
"23",3,1,0,1,0,1
"24",0,0,0,0,0,0
"25",1,0,0,1,0,0
"26",3,1,1,0,0,1
"27",0,0,0,0,0,0
"28",2,0,0,1,1,0
"29",3,1,0,1,1,0
"30",2,0,0,1,0,1
"31",3,0,1,0,1,1
"32",1,1,0,0,0,0
"33",3,1,1,0,1,0
"34",2,1,0,0,0,1
"35",4,0,1,1,1,1
"36",1,0,0,0,0,1
"37",2,1,0,1,0,0
"38",2,1,1,0,0,0
"39",2,1,1,0,0,0
"40",1,0,0,0,1,0
"41",3,1,1,1,0,0
"42",4,0,1,1,1,1
"43",1,0,1,0,0,0
"44",3,1,1,1,0,0
"45",2,1,0,1,0,0
"46",1,0,0,1,0,0
"47",1,1,0,0,0,0
"48",2,0,1,0,1,0
"49",4,1,1,1,1,0
"50",1,0,0,0,1,0
