"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",6,1,0,1,1,0,1,0,1,0,1
"2",3,0,1,0,0,0,1,0,0,1,0
"3",5,1,1,0,0,1,0,1,0,0,1
"4",5,1,0,1,1,1,0,0,0,1,0
"5",4,0,1,0,0,0,1,0,1,1,0
"6",3,0,0,0,1,0,1,1,0,0,0
"7",6,0,1,0,1,0,1,1,1,1,0
"8",5,1,1,1,1,0,1,0,0,0,0
"9",4,0,1,0,0,0,0,0,1,1,1
"10",6,1,1,0,0,0,0,1,1,1,1
"11",4,0,0,1,1,1,0,0,0,0,1
"12",4,1,1,0,0,1,0,0,0,0,1
"13",5,1,0,1,0,0,1,0,1,0,1
"14",5,0,0,1,1,0,0,1,1,0,1
"15",5,1,0,0,1,0,1,1,1,0,0
"16",3,0,0,0,1,1,0,0,0,1,0
"17",8,0,1,1,1,1,0,1,1,1,1
"18",5,1,0,1,1,1,0,0,0,1,0
"19",5,1,0,0,0,1,1,1,0,0,1
"20",5,0,1,0,1,1,0,0,1,0,1
"21",2,0,0,1,0,0,0,0,0,0,1
"22",2,1,0,0,0,0,0,0,0,1,0
"23",6,0,0,1,0,1,1,1,1,1,0
"24",5,0,0,1,1,0,1,1,1,0,0
"25",5,1,0,1,0,0,0,0,1,1,1
"26",3,0,1,0,0,1,0,0,0,1,0
"27",3,0,0,1,1,0,0,0,1,0,0
"28",3,0,1,0,0,0,1,1,0,0,0
"29",3,0,0,0,0,0,1,0,0,1,1
"30",5,0,0,0,1,1,0,0,1,1,1
"31",8,0,1,0,1,1,1,1,1,1,1
"32",5,1,1,0,0,1,0,1,0,0,1
"33",6,1,1,1,0,0,1,0,1,1,0
"34",5,0,1,0,1,1,0,1,1,0,0
"35",5,0,1,1,1,1,0,0,0,1,0
"36",4,1,1,0,0,0,1,0,0,0,1
"37",6,1,0,1,1,0,1,0,1,1,0
"38",4,1,0,0,0,0,0,1,1,0,1
"39",5,1,0,0,0,1,1,0,1,0,1
"40",3,0,1,0,0,0,0,1,0,0,1
"41",5,0,0,0,0,1,1,1,1,1,0
"42",5,1,1,0,1,0,1,0,0,0,1
"43",6,1,1,1,1,0,1,1,0,0,0
"44",6,1,0,1,1,0,0,1,1,1,0
"45",5,1,1,0,1,0,0,1,0,0,1
"46",5,1,1,0,1,1,0,0,1,0,0
"47",6,1,0,1,1,0,0,1,1,0,1
"48",4,1,0,0,1,1,0,1,0,0,0
"49",7,1,0,1,1,1,0,1,1,0,1
"50",8,1,1,1,0,1,1,1,1,1,0
"51",6,1,0,0,1,1,0,1,1,0,1
"52",6,1,1,1,0,0,1,1,0,0,1
"53",7,1,1,0,0,1,1,1,1,0,1
"54",6,0,1,0,1,1,0,1,1,0,1
"55",4,0,1,0,1,1,0,0,1,0,0
"56",5,1,0,1,1,0,1,0,1,0,0
"57",7,0,0,1,1,1,1,1,1,0,1
"58",6,1,1,0,1,0,0,1,1,1,0
"59",3,1,0,0,1,0,0,1,0,0,0
"60",3,0,1,0,0,0,1,0,0,0,1
"61",3,0,0,0,0,0,1,0,1,0,1
"62",2,1,0,1,0,0,0,0,0,0,0
"63",6,1,1,1,0,1,0,1,1,0,0
"64",6,1,1,1,1,0,0,1,1,0,0
"65",6,1,1,0,0,1,0,1,1,1,0
"66",6,0,0,1,1,0,1,1,1,1,0
"67",9,1,1,1,1,1,1,1,0,1,1
"68",3,1,0,0,0,0,0,0,1,0,1
"69",6,1,1,1,1,1,0,0,0,0,1
"70",6,0,0,1,1,0,0,1,1,1,1
"71",6,1,0,0,1,0,1,1,1,0,1
"72",6,1,1,0,1,1,1,0,1,0,0
"73",4,0,1,1,1,0,0,1,0,0,0
"74",3,0,0,0,0,0,1,0,1,0,1
"75",4,0,0,0,1,1,0,1,0,0,1
"76",5,0,1,1,0,0,0,1,1,0,1
"77",6,1,0,1,0,1,1,1,0,0,1
"78",3,0,1,0,0,0,0,1,0,1,0
"79",6,0,0,1,0,1,1,1,0,1,1
"80",3,1,0,0,0,0,0,0,1,0,1
"81",6,1,1,1,1,0,0,1,1,0,0
"82",2,0,1,0,0,0,0,0,0,0,1
"83",4,0,1,0,0,1,0,1,0,1,0
"84",5,0,0,1,0,1,0,1,1,0,1
"85",5,0,0,1,1,1,1,0,0,1,0
"86",7,0,1,1,1,1,0,1,0,1,1
"87",5,1,0,1,0,1,0,1,1,0,0
"88",2,0,1,0,0,0,0,0,1,0,0
"89",7,1,0,1,1,0,1,1,0,1,1
"90",7,1,1,0,1,1,1,1,0,0,1
"91",7,1,1,0,0,0,1,1,1,1,1
"92",4,0,0,0,0,1,0,1,0,1,1
"93",6,1,0,1,0,0,1,1,1,0,1
"94",6,1,1,0,0,1,1,0,1,0,1
"95",5,0,1,0,1,1,1,0,0,0,1
"96",3,1,0,0,1,0,0,1,0,0,0
"97",6,0,0,1,1,1,0,1,0,1,1
"98",6,1,1,0,0,1,0,1,1,1,0
"99",4,1,1,1,0,0,0,1,0,0,0
"100",4,0,0,1,1,1,0,0,1,0,0
