"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10"
"1",5,1,0,0,1,1,0,1,0,1,0
"2",7,0,0,1,0,1,1,1,1,1,1
"3",6,1,1,1,0,0,1,1,1,0,0
"4",4,1,0,0,1,0,0,1,0,0,1
"5",5,1,0,0,1,0,1,1,0,1,0
"6",5,1,1,1,1,0,1,0,0,0,0
"7",4,1,0,0,1,1,0,1,0,0,0
"8",4,1,0,1,0,0,0,0,1,1,0
"9",4,0,0,0,0,0,0,1,1,1,1
"10",5,1,1,1,0,0,1,1,0,0,0
"11",7,1,0,1,1,1,1,0,1,1,0
"12",5,1,1,0,1,1,0,0,1,0,0
"13",8,0,1,1,1,1,0,1,1,1,1
"14",5,1,1,1,1,0,0,1,0,0,0
"15",4,0,1,1,0,0,1,1,0,0,0
"16",10,1,1,1,1,1,1,1,1,1,1
"17",7,0,1,1,0,0,1,1,1,1,1
"18",6,1,1,0,1,0,1,0,1,0,1
"19",5,1,1,0,1,0,1,0,0,0,1
"20",7,1,1,1,1,0,0,1,1,1,0
"21",5,1,0,1,0,1,1,0,0,0,1
"22",4,1,0,0,1,0,1,0,0,0,1
"23",4,0,0,1,0,0,1,0,1,1,0
"24",5,0,1,1,0,1,0,1,0,0,1
"25",6,0,1,0,0,1,1,1,1,1,0
"26",7,1,1,0,1,1,0,1,1,1,0
"27",3,0,0,1,0,0,0,1,0,0,1
"28",7,1,0,1,1,1,0,1,1,1,0
"29",6,0,1,1,0,0,1,1,1,1,0
"30",5,0,0,0,1,1,0,0,1,1,1
"31",3,1,0,0,0,0,0,0,0,1,1
"32",6,0,1,0,1,1,1,1,0,1,0
"33",6,1,1,1,1,0,0,0,1,0,1
"34",7,1,1,1,1,1,1,1,0,0,0
"35",3,0,0,1,0,0,0,1,0,0,1
"36",4,0,0,0,1,1,0,1,1,0,0
"37",7,1,1,1,0,1,0,0,1,1,1
"38",4,0,1,0,1,1,0,0,0,1,0
"39",2,0,1,0,0,0,0,0,1,0,0
"40",5,1,1,1,0,0,0,1,0,1,0
"41",4,0,1,0,1,1,0,0,1,0,0
"42",6,0,1,1,0,0,1,0,1,1,1
"43",4,1,0,1,0,1,0,1,0,0,0
"44",5,1,0,0,1,1,1,1,0,0,0
"45",8,1,1,0,1,1,0,1,1,1,1
"46",7,0,1,0,0,1,1,1,1,1,1
"47",3,0,0,0,0,1,0,1,1,0,0
"48",4,0,1,1,0,0,1,1,0,0,0
"49",5,0,1,1,0,1,0,1,0,1,0
"50",5,0,1,1,1,1,0,0,1,0,0
