"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5","Test Case 6","Test Case 7","Test Case 8","Test Case 9","Test Case 10","Test Case 11","Test Case 12","Test Case 13","Test Case 14","Test Case 15","Test Case 16","Test Case 17","Test Case 18","Test Case 19","Test Case 20"
"1",14,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
"2",8,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
"3",12,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0
"4",14,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0
"5",13,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
"6",7,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"7",11,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
"8",6,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
"9",10,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"10",8,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0
"11",11,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
"12",9,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0
"13",11,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1
"14",9,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1
"15",12,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
"16",10,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"17",13,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
"18",12,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0
"19",10,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
"20",10,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
"21",12,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
"22",9,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0
"23",9,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1
"24",10,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
"25",10,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
"26",9,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1
"27",13,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
"28",11,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
"29",11,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1
"30",8,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
"31",8,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1
"32",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"33",13,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1
"34",11,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0
"35",10,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0
"36",6,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"37",8,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1
"38",13,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0
"39",8,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
"40",7,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"41",9,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0
"42",13,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
"43",14,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
"44",13,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
"45",10,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
"46",7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
"47",9,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
"48",15,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"49",16,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"50",12,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0
"51",10,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
"52",9,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1
"53",10,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1
"54",9,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1
"55",9,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
"56",13,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1
"57",10,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0
"58",9,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
"59",12,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1
"60",8,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
"61",7,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
"62",8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"63",14,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1
"64",12,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1
"65",11,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0
"66",8,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
"67",7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"68",8,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"69",12,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0
"70",10,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0
"71",10,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0
"72",10,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1
"73",11,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0
"74",14,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1
"75",6,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"76",9,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0
"77",13,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
"78",10,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1
"79",7,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
"80",8,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"81",8,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1
"82",10,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1
"83",9,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1
"84",6,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"85",13,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
"86",11,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0
"87",9,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
"88",13,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
"89",8,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
"90",10,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0
"91",12,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1
"92",7,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
"93",13,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1
"94",6,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
"95",13,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0
"96",12,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0
"97",10,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0
"98",9,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0
"99",14,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0
"100",11,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1
