"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",2,1,0,0,0,1
"2",1,0,0,1,0,0
"3",3,1,1,1,0,0
"4",2,0,0,1,0,1
"5",3,0,0,1,1,1
"6",2,0,1,0,0,1
"7",3,1,1,1,0,0
"8",3,1,0,0,1,1
"9",2,1,0,0,0,1
"10",2,0,0,0,1,1
"11",2,0,0,1,0,1
"12",3,0,1,1,0,1
"13",2,0,0,0,1,1
"14",2,0,0,1,1,0
"15",2,1,1,0,0,0
"16",4,1,1,1,1,0
"17",3,0,1,1,0,1
"18",3,1,1,0,0,1
"19",2,0,1,0,1,0
"20",0,0,0,0,0,0
"21",2,1,0,0,0,1
"22",5,1,1,1,1,1
"23",2,0,0,1,1,0
"24",3,1,0,1,0,1
"25",4,1,1,0,1,1
"26",3,1,0,1,1,0
"27",2,1,0,1,0,0
"28",1,1,0,0,0,0
"29",4,1,1,1,1,0
"30",4,1,1,0,1,1
"31",2,0,1,0,0,1
"32",3,0,1,1,0,1
"33",2,0,1,1,0,0
"34",1,0,1,0,0,0
"35",1,0,1,0,0,0
"36",2,1,0,0,0,1
"37",3,1,0,1,0,1
"38",4,1,1,0,1,1
"39",1,1,0,0,0,0
"40",2,0,1,0,0,1
"41",1,0,0,0,1,0
"42",1,0,0,0,0,1
"43",2,1,0,1,0,0
"44",1,1,0,0,0,0
"45",3,0,1,0,1,1
"46",2,1,0,1,0,0
"47",2,0,1,0,1,0
"48",3,0,0,1,1,1
"49",3,1,0,1,0,1
"50",2,0,0,0,1,1
"51",1,1,0,0,0,0
"52",3,0,0,1,1,1
"53",4,1,1,1,1,0
"54",2,0,0,0,1,1
"55",4,0,1,1,1,1
"56",4,1,1,0,1,1
"57",2,0,1,1,0,0
"58",3,1,0,0,1,1
"59",5,1,1,1,1,1
"60",1,0,0,1,0,0
"61",3,0,0,1,1,1
"62",3,1,1,0,0,1
"63",3,1,1,1,0,0
"64",2,0,1,0,0,1
"65",1,0,0,1,0,0
"66",2,1,0,1,0,0
"67",4,1,1,1,1,0
"68",2,0,1,0,0,1
"69",0,0,0,0,0,0
"70",2,0,1,0,1,0
"71",2,1,0,0,0,1
"72",3,0,1,1,0,1
"73",0,0,0,0,0,0
"74",2,1,0,0,0,1
"75",2,0,0,1,0,1
"76",4,1,1,1,0,1
"77",1,0,0,1,0,0
"78",4,1,1,0,1,1
"79",3,0,0,1,1,1
"80",3,0,1,1,0,1
"81",3,1,1,1,0,0
"82",3,1,0,1,1,0
"83",3,0,0,1,1,1
"84",3,1,0,1,1,0
"85",1,0,0,1,0,0
"86",3,1,1,0,1,0
"87",5,1,1,1,1,1
"88",4,1,1,0,1,1
"89",3,0,1,1,0,1
"90",3,0,1,0,1,1
"91",3,1,0,1,0,1
"92",2,0,0,0,1,1
"93",1,0,0,1,0,0
"94",2,0,0,1,0,1
"95",4,1,1,1,1,0
"96",4,1,1,1,0,1
"97",2,1,0,0,0,1
"98",2,1,0,1,0,0
"99",3,1,1,0,1,0
"100",2,0,0,1,1,0
