"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",3,1,1,0,1,0
"2",4,1,0,1,1,1
"3",3,1,0,0,1,1
"4",1,0,0,1,0,0
"5",3,1,0,1,0,1
"6",3,0,1,1,1,0
"7",2,0,1,1,0,0
"8",2,0,0,1,1,0
"9",4,1,1,0,1,1
"10",0,0,0,0,0,0
"11",3,0,1,0,1,1
"12",5,1,1,1,1,1
"13",1,0,0,1,0,0
"14",3,0,1,0,1,1
"15",2,0,1,1,0,0
"16",2,0,1,0,0,1
"17",2,0,0,1,1,0
"18",0,0,0,0,0,0
"19",2,0,0,1,1,0
"20",4,1,0,1,1,1
"21",3,0,1,1,0,1
"22",2,0,1,0,1,0
"23",1,0,0,1,0,0
"24",3,1,0,1,1,0
"25",1,0,0,0,1,0
"26",3,1,0,1,0,1
"27",3,1,0,1,1,0
"28",2,1,0,0,1,0
"29",2,1,0,1,0,0
"30",2,0,1,0,1,0
"31",3,0,0,1,1,1
"32",1,0,1,0,0,0
"33",1,0,0,1,0,0
"34",3,0,0,1,1,1
"35",3,0,1,0,1,1
"36",1,0,0,0,0,1
"37",5,1,1,1,1,1
"38",2,1,0,0,1,0
"39",3,0,1,0,1,1
"40",3,1,0,0,1,1
"41",4,1,1,1,1,0
"42",3,1,1,1,0,0
"43",3,1,1,0,1,0
"44",5,1,1,1,1,1
"45",4,1,1,0,1,1
"46",3,0,1,1,0,1
"47",1,0,0,1,0,0
"48",1,0,0,1,0,0
"49",4,0,1,1,1,1
"50",5,1,1,1,1,1
"51",2,1,0,0,1,0
"52",2,1,0,0,0,1
"53",3,0,1,1,0,1
"54",0,0,0,0,0,0
"55",4,1,1,0,1,1
"56",2,0,0,0,1,1
"57",3,0,1,1,1,0
"58",2,0,0,0,1,1
"59",3,1,0,0,1,1
"60",4,1,0,1,1,1
"61",2,1,0,1,0,0
"62",3,1,1,1,0,0
"63",1,0,0,0,0,1
"64",1,0,1,0,0,0
"65",3,1,0,1,1,0
"66",3,0,1,1,0,1
"67",3,0,0,1,1,1
"68",2,0,0,1,1,0
"69",3,0,0,1,1,1
"70",1,0,0,0,0,1
"71",2,0,1,1,0,0
"72",1,1,0,0,0,0
"73",4,1,1,1,0,1
"74",1,0,0,0,1,0
"75",3,1,0,1,0,1
"76",4,1,0,1,1,1
"77",4,1,1,0,1,1
"78",2,1,0,1,0,0
"79",3,1,1,0,1,0
"80",4,1,1,1,0,1
"81",3,0,1,1,1,0
"82",1,0,0,0,0,1
"83",1,0,1,0,0,0
"84",1,1,0,0,0,0
"85",3,1,1,0,0,1
"86",4,1,0,1,1,1
"87",3,1,0,0,1,1
"88",2,1,0,1,0,0
"89",2,0,1,0,1,0
"90",1,1,0,0,0,0
"91",4,0,1,1,1,1
"92",2,1,0,0,0,1
"93",3,1,1,0,1,0
"94",3,0,1,1,1,0
"95",2,1,0,1,0,0
"96",4,1,1,1,0,1
"97",3,1,1,0,1,0
"98",2,1,0,0,1,0
"99",3,0,1,1,0,1
"100",2,0,1,1,0,0
