"","Fitness","Test Case 1","Test Case 2","Test Case 3","Test Case 4","Test Case 5"
"1",1,0,0,1,0,0
"2",2,1,0,0,0,1
"3",3,1,0,1,0,1
"4",1,0,1,0,0,0
"5",2,1,0,0,1,0
"6",0,0,0,0,0,0
"7",1,0,0,0,0,1
"8",2,1,1,0,0,0
"9",3,0,1,1,1,0
"10",2,0,0,1,0,1
"11",2,0,0,0,1,1
"12",2,1,0,0,0,1
"13",0,0,0,0,0,0
"14",2,0,1,0,1,0
"15",4,1,1,1,0,1
"16",4,1,1,0,1,1
"17",2,0,1,1,0,0
"18",3,1,0,1,0,1
"19",4,1,1,1,0,1
"20",3,0,0,1,1,1
"21",1,0,1,0,0,0
"22",1,1,0,0,0,0
"23",3,1,1,1,0,0
"24",2,0,1,1,0,0
"25",4,1,1,0,1,1
"26",4,1,1,1,1,0
"27",4,1,1,1,1,0
"28",3,1,1,1,0,0
"29",3,1,1,1,0,0
"30",2,1,0,0,0,1
"31",1,1,0,0,0,0
"32",2,1,0,0,1,0
"33",2,0,0,0,1,1
"34",3,0,1,1,0,1
"35",3,0,1,0,1,1
"36",1,0,0,0,1,0
"37",1,0,1,0,0,0
"38",4,1,1,1,1,0
"39",3,1,1,1,0,0
"40",1,1,0,0,0,0
"41",2,0,1,0,1,0
"42",3,1,1,1,0,0
"43",0,0,0,0,0,0
"44",4,1,1,0,1,1
"45",1,0,0,0,1,0
"46",1,1,0,0,0,0
"47",2,1,0,0,0,1
"48",2,1,0,0,1,0
"49",2,0,0,1,0,1
"50",1,0,0,0,0,1
"51",1,0,0,0,1,0
"52",3,0,1,1,0,1
"53",2,1,0,1,0,0
"54",3,0,1,0,1,1
"55",3,0,1,1,0,1
"56",3,0,1,1,1,0
"57",1,1,0,0,0,0
"58",2,1,0,0,0,1
"59",3,0,1,1,0,1
"60",3,1,1,0,1,0
"61",4,0,1,1,1,1
"62",3,1,1,0,0,1
"63",1,0,0,0,0,1
"64",4,1,1,1,0,1
"65",3,0,0,1,1,1
"66",1,0,0,0,0,1
"67",4,0,1,1,1,1
"68",0,0,0,0,0,0
"69",3,0,1,1,1,0
"70",3,0,1,1,1,0
"71",2,1,1,0,0,0
"72",4,0,1,1,1,1
"73",1,0,0,0,0,1
"74",4,1,1,1,1,0
"75",0,0,0,0,0,0
"76",2,1,0,0,1,0
"77",4,0,1,1,1,1
"78",2,1,0,0,0,1
"79",4,0,1,1,1,1
"80",2,1,0,0,1,0
"81",4,1,1,1,0,1
"82",2,0,1,1,0,0
"83",4,1,1,0,1,1
"84",2,0,0,1,1,0
"85",5,1,1,1,1,1
"86",4,1,1,1,0,1
"87",2,0,0,1,0,1
"88",3,1,0,0,1,1
"89",4,1,0,1,1,1
"90",3,0,1,0,1,1
"91",2,1,1,0,0,0
"92",4,0,1,1,1,1
"93",2,1,0,0,0,1
"94",2,1,0,1,0,0
"95",2,0,1,1,0,0
"96",4,1,1,1,0,1
"97",2,0,1,0,1,0
"98",1,0,0,0,1,0
"99",2,0,1,1,0,0
"100",2,1,1,0,0,0
